"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","REM"
"80420099999","2019-06-24T18:04:00","4","10.450333","-64.130472","4.26","ANTONIO JOSE DE SUCRE, VE","FM-16","99999","V020","100,1,N,0129,1","99999,9,9,N","009999,1,9,9","+9999,9","+9999,9","99999,9","MET038SPECI SVCU 241804Z 10025KT 9999 CB/NE="
