"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","REM"
"72103799999","2022-02-26T09:00:00","4","36.0719444","-75.6936111","3.0","KITTY HAWK ONE HELIPORT, NC US","FM-16","99999","V020","999,9,N,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9","MET019SPECI NR01 260900Z="
