year,month,state,capacity_factor
1999,11,NY,0.078754
1999,11,OH,0.040421
1999,11,OK,0.053249
1999,11,OR,0.047174
1999,11,PA,0.046132
1999,11,RI,0.085409
1999,11,SC,0.013541
1999,11,SD,0.080515
1999,11,TN,0.015524
1999,11,TX,0.0385
1999,11,UT,0.0374
1999,11,VA,0.028214
1999,11,VT,0.04704
1999,11,WA,0.029013
1999,11,WI,0.042719
1999,11,WV,0.019625
1999,11,WY,0.069247
1999,12,AL,0.016428
1999,12,AR,0.026161
1999,12,AZ,0.030435
1999,12,CA,0.03253
1999,12,CO,0.062067
1999,12,CT,0.05611
1999,12,DE,0.044355
1999,12,FL,0.019132
1999,12,GA,0.012917
1999,12,IA,0.075858
1999,12,ID,0.044733
1999,12,IL,0.047125
1999,12,IN,0.052911
1999,12,KS,0.087111
1999,12,KY,0.029183
1999,12,LA,0.036671
1999,12,MA,0.057329
1999,12,MD,0.040205
1999,12,ME,0.046147
1999,12,MI,0.055163
1999,12,MN,0.070197
1999,12,MO,0.053403
1999,12,MS,0.018169
1999,12,MT,0.129503
1999,12,NC,0.018699
1999,12,ND,0.124325
1999,12,NE,0.078629
1999,12,NH,0.023054
1999,12,NJ,0.036915
1999,12,NM,0.073097
1999,12,NV,0.04038
1999,12,NY,0.063784
1999,12,OH,0.050172
1999,12,OK,0.079956
1999,12,OR,0.04311
1999,12,PA,0.034928
1999,12,RI,0.086025
1999,12,SC,0.017308
1999,12,SD,0.110604
1999,12,TN,0.026423
1999,12,TX,0.072133
1999,12,UT,0.035739
1999,12,VA,0.024315
1999,12,VT,0.027805
1999,12,WA,0.051401
1999,12,WI,0.040427
1999,12,WV,0.01807
1999,12,WY,0.095783
2000,1,AL,0.027495
2000,1,AR,0.02363
2000,1,AZ,0.022735
2000,1,CA,0.029223
2000,1,CO,0.060119
2000,1,CT,0.092927
2000,1,DE,0.119817
2000,1,FL,0.037485
2000,1,GA,0.027051
2000,1,IA,0.086067
2000,1,ID,0.050472
2000,1,IL,0.066126
2000,1,IN,0.06032
2000,1,KS,0.066606
2000,1,KY,0.039326
2000,1,LA,0.041957
2000,1,MA,0.112766
2000,1,MD,0.109976
2000,1,ME,0.071271
2000,1,MI,0.046913
2000,1,MN,0.05029
2000,1,MO,0.055595
2000,1,MS,0.026123
2000,1,MT,0.092309
2000,1,NC,0.046751
2000,1,ND,0.08575
2000,1,NE,0.064174
2000,1,NH,0.049207
2000,1,NJ,0.08329
2000,1,NM,0.071427
2000,1,NV,0.043274
2000,1,NY,0.095423
2000,1,OH,0.05793
2000,1,OK,0.065424
2000,1,OR,0.050038
2000,1,PA,0.066961
2000,1,RI,0.139204
2000,1,SC,0.030606
2000,1,SD,0.082306
2000,1,TN,0.028256
2000,1,TX,0.065939
2000,1,UT,0.03185
2000,1,VA,0.062745
2000,1,VT,0.044651
2000,1,WA,0.039092
2000,1,WI,0.044898
2000,1,WV,0.03319
2000,1,WY,0.084731
2000,2,AL,0.020264
2000,2,AR,0.034022
2000,2,AZ,0.047483
2000,2,CA,0.047801
2000,2,CO,0.08237
2000,2,CT,0.050046
2000,2,DE,0.056293
2000,2,FL,0.025343
2000,2,GA,0.016051
2000,2,IA,0.099258
2000,2,ID,0.059626
2000,2,IL,0.072238
2000,2,IN,0.049548
2000,2,KS,0.112132
2000,2,KY,0.03413
2000,2,LA,0.03645
2000,2,MA,0.066588
2000,2,MD,0.051097
2000,2,ME,0.04344
2000,2,MI,0.043526
2000,2,MN,0.054888
2000,2,MO,0.071154
2000,2,MS,0.02673
2000,2,MT,0.063764
2000,2,NC,0.021553
2000,2,ND,0.085124
2000,2,NE,0.096755
2000,2,NH,0.02526
2000,2,NJ,0.044615
2000,2,NM,0.099725
2000,2,NV,0.051312
2000,2,NY,0.061833
2000,2,OH,0.042528
2000,2,OK,0.106519
2000,2,OR,0.041889
2000,2,PA,0.038886
2000,2,RI,0.077901
2000,2,SC,0.022655
2000,2,SD,0.094169
2000,2,TN,0.031747
2000,2,TX,0.084019
2000,2,UT,0.04968
2000,2,VA,0.029224
2000,2,VT,0.033394
2000,2,WA,0.017996
2000,2,WI,0.044191
2000,2,WV,0.020776
2000,2,WY,0.078802
2000,3,AL,0.021369
2000,3,AR,0.021415
2000,3,AZ,0.041266
2000,3,CA,0.045949
2000,3,CO,0.087617
2000,3,CT,0.059543
2000,3,DE,0.079886
2000,3,FL,0.038003
2000,3,GA,0.021245
2000,3,IA,0.096926
2000,3,ID,0.064585
2000,3,IL,0.062143
2000,3,IN,0.056952
2000,3,KS,0.093381
2000,3,KY,0.029478
2000,3,LA,0.030659
2000,3,MA,0.072316
2000,3,MD,0.07564
2000,3,ME,0.043758
2000,3,MI,0.051501
2000,3,MN,0.068591
2000,3,MO,0.056411
2000,3,MS,0.019533
2000,3,MT,0.099744
2000,3,NC,0.033413
2000,3,ND,0.106021
2000,3,NE,0.087467
2000,3,NH,0.024392
2000,3,NJ,0.069687
2000,3,NM,0.106117
2000,3,NV,0.057956
2000,3,NY,0.060314
2000,3,OH,0.05458
2000,3,OK,0.085137
2000,3,OR,0.033019
2000,3,PA,0.0522
2000,3,RI,0.084787
2000,3,SC,0.036526
2000,3,SD,0.124848
2000,3,TN,0.024528
2000,3,TX,0.089858
2000,3,UT,0.061666
2000,3,VA,0.042238
2000,3,VT,0.024184
2000,3,WA,0.036644
2000,3,WI,0.048572
2000,3,WV,0.024457
2000,3,WY,0.084466
2000,4,AL,0.029706
2000,4,AR,0.034431
2000,4,AZ,0.05291
2000,4,CA,0.047912
2000,4,CO,0.119816
2000,4,CT,0.070736
2000,4,DE,0.080691
2000,4,FL,0.047358
2000,4,GA,0.028449
2000,4,IA,0.112531
2000,4,ID,0.065798
2000,4,IL,0.075716
2000,4,IN,0.054254
2000,4,KS,0.12878
2000,4,KY,0.035766
2000,4,LA,0.038986
2000,4,MA,0.096829
2000,4,MD,0.079853
2000,4,ME,0.054203
2000,4,MI,0.049427
2000,4,MN,0.078006
2000,4,MO,0.071505
2000,4,MS,0.027474
2000,4,MT,0.101093
2000,4,NC,0.040646
2000,4,ND,0.118908
2000,4,NE,0.146016
2000,4,NH,0.033046
2000,4,NJ,0.07282
2000,4,NM,0.118902
2000,4,NV,0.070901
2000,4,NY,0.059121
2000,4,OH,0.041437
2000,4,OK,0.092653
2000,4,OR,0.031955
2000,4,PA,0.047309
2000,4,RI,0.106217
2000,4,SC,0.046524
2000,4,SD,0.170786
2000,4,TN,0.03666
2000,4,TX,0.087189
2000,4,UT,0.068486
2000,4,VA,0.058061
2000,4,VT,0.023123
2000,4,WA,0.040586
2000,4,WI,0.073609
2000,4,WV,0.022726
2000,4,WY,0.109027
2000,5,AL,0.019387
2000,5,AR,0.028099
2000,5,AZ,0.063847
2000,5,CA,0.055875
2000,5,CO,0.096619
2000,5,CT,0.036522
2000,5,DE,0.028281
2000,5,FL,0.031823
2000,5,GA,0.013534
2000,5,IA,0.08127
2000,5,ID,0.056404
2000,5,IL,0.053039
2000,5,IN,0.049326
2000,5,KS,0.10149
2000,5,KY,0.027866
2000,5,LA,0.036335
2000,5,MA,0.046432
2000,5,MD,0.036528
2000,5,ME,0.032663
2000,5,MI,0.044914
2000,5,MN,0.07184
2000,5,MO,0.057621
2000,5,MS,0.021771
2000,5,MT,0.085477
2000,5,NC,0.026968
2000,5,ND,0.098849
2000,5,NE,0.092842
2000,5,NH,0.016179
2000,5,NJ,0.030299
2000,5,NM,0.104229
2000,5,NV,0.083197
2000,5,NY,0.039244
2000,5,OH,0.040948
2000,5,OK,0.086414
2000,5,OR,0.037757
2000,5,PA,0.02661
2000,5,RI,0.055071
2000,5,SC,0.031441
2000,5,SD,0.117642
2000,5,TN,0.028907
2000,5,TX,0.100746
2000,5,UT,0.074597
2000,5,VA,0.036384
2000,5,VT,0.019665
2000,5,WA,0.041501
2000,5,WI,0.053737
2000,5,WV,0.014925
2000,5,WY,0.096708
2000,6,AL,0.00963
2000,6,AR,0.013149
2000,6,AZ,0.052821
2000,6,CA,0.046018
2000,6,CO,0.089826
2000,6,CT,0.032735
2000,6,DE,0.026582
2000,6,FL,0.028842
2000,6,GA,0.01151
2000,6,IA,0.080617
2000,6,ID,0.058108
2000,6,IL,0.040328
2000,6,IN,0.038808
2000,6,KS,0.111578
2000,6,KY,0.017207
2000,6,LA,0.018143
2000,6,MA,0.042092
2000,6,MD,0.027005
2000,6,ME,0.026448
2000,6,MI,0.041652
2000,6,MN,0.065668
2000,6,MO,0.045655
2000,6,MS,0.011268
2000,6,MT,0.074348
2000,6,NC,0.015441
2000,6,ND,0.097613
2000,6,NE,0.107413
2000,6,NH,0.013268
2000,6,NJ,0.027073
2000,6,NM,0.083233
2000,6,NV,0.056702
2000,6,NY,0.035488
2000,6,OH,0.035203
2000,6,OK,0.064921
2000,6,OR,0.042517
2000,6,PA,0.022088
2000,6,RI,0.052506
2000,6,SC,0.021077
2000,6,SD,0.122704
2000,6,TN,0.012772
2000,6,TX,0.066192
2000,6,UT,0.062154
2000,6,VA,0.021284
2000,6,VT,0.018032
2000,6,WA,0.042276
2000,6,WI,0.04317
2000,6,WV,0.009525
2000,6,WY,0.090824
2000,7,AL,0.013793
2000,7,AR,0.009277
2000,7,AZ,0.045941
2000,7,CA,0.046223
2000,7,CO,0.057214
2000,7,CT,0.025087
2000,7,DE,0.012175
2000,7,FL,0.026484
2000,7,GA,0.014738
2000,7,IA,0.026944
2000,7,ID,0.027295
2000,7,IL,0.020596
2000,7,IN,0.015509
2000,7,KS,0.0609
2000,7,KY,0.00943
2000,7,LA,0.01451
2000,7,MA,0.02806
2000,7,MD,0.014938
2000,7,ME,0.020524
2000,7,MI,0.01988
2000,7,MN,0.03101
2000,7,MO,0.018051
2000,7,MS,0.014643
2000,7,MT,0.058568
2000,7,NC,0.011654
2000,7,ND,0.042269
2000,7,NE,0.050135
2000,7,NH,0.01178
2000,7,NJ,0.013922
2000,7,NM,0.054578
2000,7,NV,0.057712
2000,7,NY,0.018895
2000,7,OH,0.01421
2000,7,OK,0.052979
2000,7,OR,0.03209
2000,7,PA,0.009746
2000,7,RI,0.033765
2000,7,SC,0.018375
2000,7,SD,0.061239
2000,7,TN,0.011631
2000,7,TX,0.051811
2000,7,UT,0.063647
2000,7,VA,0.015594
2000,7,VT,0.010903
2000,7,WA,0.040159
2000,7,WI,0.027432
2000,7,WV,0.005115
2000,7,WY,0.052792
2000,8,AL,0.007421
2000,8,AR,0.007054
2000,8,AZ,0.039156
2000,8,CA,0.029778
2000,8,CO,0.051369
2000,8,CT,0.02017
2000,8,DE,0.019096
2000,8,FL,0.018957
2000,8,GA,0.00789
2000,8,IA,0.02387
2000,8,ID,0.028402
2000,8,IL,0.024883
2000,8,IN,0.015411
2000,8,KS,0.05479
2000,8,KY,0.008507
2000,8,LA,0.009212
2000,8,MA,0.019335
2000,8,MD,0.014589
2000,8,ME,0.012897
2000,8,MI,0.013556
2000,8,MN,0.028471
2000,8,MO,0.023945
2000,8,MS,0.008418
2000,8,MT,0.056739
2000,8,NC,0.010899
2000,8,ND,0.065896
2000,8,NE,0.050852
2000,8,NH,0.005996
2000,8,NJ,0.011807
2000,8,NM,0.045036
2000,8,NV,0.044234
2000,8,NY,0.018127
2000,8,OH,0.013259
2000,8,OK,0.037001
2000,8,OR,0.03117
2000,8,PA,0.009884
2000,8,RI,0.028202
2000,8,SC,0.012282
2000,8,SD,0.08629
2000,8,TN,0.008689
2000,8,TX,0.03536
2000,8,UT,0.039619
2000,8,VA,0.014434
2000,8,VT,0.008869
2000,8,WA,0.036534
2000,8,WI,0.017722
2000,8,WV,0.00522
2000,8,WY,0.055459
2000,9,AL,0.018027
2000,9,AR,0.014496
2000,9,AZ,0.03199
2000,9,CA,0.029403
2000,9,CO,0.056251
2000,9,CT,0.024125
2000,9,DE,0.019228
2000,9,FL,0.029271
2000,9,GA,0.017928
2000,9,IA,0.046141
2000,9,ID,0.036756
2000,9,IL,0.039813
2000,9,IN,0.024708
2000,9,KS,0.099147
2000,9,KY,0.014812
2000,9,LA,0.02424
2000,9,MA,0.028993
2000,9,MD,0.023687
2000,9,ME,0.020497
2000,9,MI,0.028932
2000,9,MN,0.049481
2000,9,MO,0.03497
2000,9,MS,0.016945
2000,9,MT,0.079892
2000,9,NC,0.016371
2000,9,ND,0.086085
2000,9,NE,0.069072
2000,9,NH,0.007165
2000,9,NJ,0.01683
2000,9,NM,0.06035
2000,9,NV,0.040518
2000,9,NY,0.027591
2000,9,OH,0.024137
2000,9,OK,0.057737
2000,9,OR,0.027399
2000,9,PA,0.016123
2000,9,RI,0.033926
2000,9,SC,0.019608
2000,9,SD,0.098638
2000,9,TN,0.014938
2000,9,TX,0.0434
2000,9,UT,0.054183
2000,9,VA,0.022317
2000,9,VT,0.015936
2000,9,WA,0.030104
2000,9,WI,0.034102
2000,9,WV,0.007288
2000,9,WY,0.070422
2000,10,AL,0.00957
2000,10,AR,0.009345
2000,10,AZ,0.032177
2000,10,CA,0.031605
2000,10,CO,0.051345
2000,10,CT,0.030912
2000,10,DE,0.022352
2000,10,FL,0.035605
2000,10,GA,0.007804
2000,10,IA,0.043949
2000,10,ID,0.032158
2000,10,IL,0.030674
2000,10,IN,0.017022
2000,10,KS,0.083925
2000,10,KY,0.006972
2000,10,LA,0.019753
2000,10,MA,0.042053
2000,10,MD,0.024145
2000,10,ME,0.042204
2000,10,MI,0.021557
2000,10,MN,0.036671
2000,10,MO,0.027273
2000,10,MS,0.012418
2000,10,MT,0.041681
2000,10,NC,0.010691
2000,10,ND,0.060614
2000,10,NE,0.06093
2000,10,NH,0.017531
2000,10,NJ,0.02315
2000,10,NM,0.058631
2000,10,NV,0.038383
2000,10,NY,0.028953
2000,10,OH,0.013598
2000,10,OK,0.069216
2000,10,OR,0.02359
2000,10,PA,0.017175
2000,10,RI,0.043995
2000,10,SC,0.008883
2000,10,SD,0.074025
2000,10,TN,0.008053
2000,10,TX,0.058197
2000,10,UT,0.036213
2000,10,VA,0.016704
2000,10,VT,0.019282
2000,10,WA,0.020373
2000,10,WI,0.026235
2000,10,WV,0.005735
2000,10,WY,0.049126
2000,11,AL,0.016783
2000,11,AR,0.013836
2000,11,AZ,0.017886
2000,11,CA,0.023552
2000,11,CO,0.051298
2000,11,CT,0.040028
2000,11,DE,0.044606
2000,11,FL,0.025865
2000,11,GA,0.011354
2000,11,IA,0.099326
2000,11,ID,0.030412
2000,11,IL,0.064146
2000,11,IN,0.056989
2000,11,KS,0.075284
2000,11,KY,0.025302
2000,11,LA,0.027809
2000,11,MA,0.047518
2000,11,MD,0.056548
2000,11,ME,0.032252
2000,11,MI,0.037773
2000,11,MN,0.071389
2000,11,MO,0.045319
2000,11,MS,0.014336
2000,11,MT,0.088627
2000,11,NC,0.014891
2000,11,ND,0.148329
2000,11,NE,0.109067
2000,11,NH,0.009074
2000,11,NJ,0.034869
2000,11,NM,0.05864
2000,11,NV,0.024845
2000,11,NY,0.04247
2000,11,OH,0.049745
2000,11,OK,0.042436
2000,11,OR,0.019511
2000,11,PA,0.036479
2000,11,RI,0.055236
2000,11,SC,0.013159
2000,11,SD,0.181834
2000,11,TN,0.016806
2000,11,TX,0.051751
2000,11,UT,0.023917
2000,11,VA,0.025337
2000,11,VT,0.010678
2000,11,WA,0.01354
2000,11,WI,0.045407
2000,11,WV,0.023926
2000,11,WY,0.077163
2000,12,AL,0.02579
2000,12,AR,0.029575
2000,12,AZ,0.018586
2000,12,CA,0.021133
2000,12,CO,0.065522
2000,12,CT,0.078263
2000,12,DE,0.084231
2000,12,FL,0.039102
2000,12,GA,0.021651
2000,12,IA,0.106914
2000,12,ID,0.042351
2000,12,IL,0.06529
2000,12,IN,0.048299
2000,12,KS,0.099206
2000,12,KY,0.030072
2000,12,LA,0.043555
2000,12,MA,0.088569
2000,12,MD,0.074833
2000,12,ME,0.064656
2000,12,MI,0.039269
2000,12,MN,0.069462
2000,12,MO,0.060575
2000,12,MS,0.027601
2000,12,MT,0.088706
2000,12,NC,0.026631
2000,12,ND,0.148795
2000,12,NE,0.120832
2000,12,NH,0.034061
2000,12,NJ,0.060036
2000,12,NM,0.069489
2000,12,NV,0.020064
2000,12,NY,0.079221
2000,12,OH,0.052179
2000,12,OK,0.066332
2000,12,OR,0.038276
2000,12,PA,0.053937
2000,12,RI,0.102853
2000,12,SC,0.027455
2000,12,SD,0.150386
2000,12,TN,0.026646
2000,12,TX,0.06416
2000,12,UT,0.028424
2000,12,VA,0.036803
2000,12,VT,0.026887
2000,12,WA,0.023291
2000,12,WI,0.034763
2000,12,WV,0.026767
2000,12,WY,0.079973
2001,1,AL,0.017753
2001,1,AR,0.018205
2001,1,AZ,0.023905
2001,1,CA,0.027887
2001,1,CO,0.057572
2001,1,CT,0.02508
2001,1,DE,0.058368
2001,1,FL,0.030348
2001,1,GA,0.018035
2001,1,IA,0.061703
2001,1,ID,0.025823
2001,1,IL,0.042155
2001,1,IN,0.034147
2001,1,KS,0.070503
2001,1,KY,0.020552
2001,1,LA,0.026357
2001,1,MA,0.035192
2001,1,MD,0.047786
2001,1,ME,0.016237
2001,1,MI,0.036806
2001,1,MN,0.050853
2001,1,MO,0.033911
2001,1,MS,0.017363
2001,1,MT,0.071566
2001,1,NC,0.023412
2001,1,ND,0.109536
2001,1,NE,0.076149
2001,1,NH,0.008042
2001,1,NJ,0.029246
2001,1,NM,0.066103
2001,1,NV,0.028037
2001,1,NY,0.041111
2001,1,OH,0.036128
2001,1,OK,0.045574
2001,1,OR,0.027873
2001,1,PA,0.030115
2001,1,RI,0.040008
2001,1,SC,0.025501
2001,1,SD,0.107859
2001,1,TN,0.018657
2001,1,TX,0.053735
2001,1,UT,0.025979
2001,1,VA,0.026233
2001,1,VT,0.009553
2001,1,WA,0.016136
2001,1,WI,0.02946
2001,1,WV,0.017663
2001,1,WY,0.053032
2001,2,AL,0.023292
2001,2,AR,0.031502
2001,2,AZ,0.045665
2001,2,CA,0.040324
2001,2,CO,0.053927
2001,2,CT,0.066903
2001,2,DE,0.097207
2001,2,FL,0.026502
2001,2,GA,0.014942
2001,2,IA,0.08485
2001,2,ID,0.032162
2001,2,IL,0.072385
2001,2,IN,0.06504
2001,2,KS,0.085456
2001,2,KY,0.041396
2001,2,LA,0.038552
2001,2,MA,0.093848
2001,2,MD,0.063399
2001,2,ME,0.062768
2001,2,MI,0.067075
2001,2,MN,0.061971
2001,2,MO,0.059092
2001,2,MS,0.029697
2001,2,MT,0.05428
2001,2,NC,0.019155
2001,2,ND,0.109532
2001,2,NE,0.07975
2001,2,NH,0.043838
2001,2,NJ,0.054055
2001,2,NM,0.081376
2001,2,NV,0.047015
2001,2,NY,0.085663
2001,2,OH,0.063112
2001,2,OK,0.085347
2001,2,OR,0.028352
2001,2,PA,0.055147
2001,2,RI,0.096642
2001,2,SC,0.020164
2001,2,SD,0.092962
2001,2,TN,0.031882
2001,2,TX,0.076402
2001,2,UT,0.033139
2001,2,VA,0.03456
2001,2,VT,0.045081
2001,2,WA,0.016747
2001,2,WI,0.04747
2001,2,WV,0.028391
2001,2,WY,0.054248
2001,3,AL,0.02494
2001,3,AR,0.020068
2001,3,AZ,0.030651
2001,3,CA,0.037232
2001,3,CO,0.054021
2001,3,CT,0.068464
2001,3,DE,0.130071
2001,3,FL,0.052245
2001,3,GA,0.03779
2001,3,IA,0.072342
2001,3,ID,0.062094
2001,3,IL,0.067946
2001,3,IN,0.051214
2001,3,KS,0.067099
2001,3,KY,0.02919
2001,3,LA,0.035248
2001,3,MA,0.08587
2001,3,MD,0.109614
2001,3,ME,0.057597
2001,3,MI,0.041267
2001,3,MN,0.042425
2001,3,MO,0.041689
2001,3,MS,0.022655
2001,3,MT,0.069806
2001,3,NC,0.042494
2001,3,ND,0.088854
2001,3,NE,0.06626
2001,3,NH,0.025973
2001,3,NJ,0.076172
2001,3,NM,0.075192
2001,3,NV,0.037721
2001,3,NY,0.062148
2001,3,OH,0.046891
2001,3,OK,0.055056
2001,3,OR,0.032547
2001,3,PA,0.051191
2001,3,RI,0.093108
2001,3,SC,0.048914
2001,3,SD,0.067493
2001,3,TN,0.027413
2001,3,TX,0.052867
2001,3,UT,0.036019
2001,3,VA,0.055882
2001,3,VT,0.014124
2001,3,WA,0.039802
2001,3,WI,0.040918
2001,3,WV,0.033965
2001,3,WY,0.06731
2001,4,AL,0.020018
2001,4,AR,0.036333
2001,4,AZ,0.067328
2001,4,CA,0.053255
2001,4,CO,0.139802
2001,4,CT,0.039203
2001,4,DE,0.041585
2001,4,FL,0.040344
2001,4,GA,0.018477
2001,4,IA,0.150497
2001,4,ID,0.059373
2001,4,IL,0.109929
2001,4,IN,0.089301
2001,4,KS,0.166201
2001,4,KY,0.043779
2001,4,LA,0.044111
2001,4,MA,0.048243
2001,4,MD,0.040438
2001,4,ME,0.040542
2001,4,MI,0.071337
2001,4,MN,0.100221
2001,4,MO,0.10656
2001,4,MS,0.025553
2001,4,MT,0.089782
2001,4,NC,0.02829
2001,4,ND,0.12794
2001,4,NE,0.144369
2001,4,NH,0.027597
2001,4,NJ,0.031772
2001,4,NM,0.161962
2001,4,NV,0.067704
2001,4,NY,0.044046
2001,4,OH,0.066216
2001,4,OK,0.12143
2001,4,OR,0.03044
2001,4,PA,0.032173
2001,4,RI,0.049188
2001,4,SC,0.034316
2001,4,SD,0.152071
2001,4,TN,0.029993
2001,4,TX,0.106256
2001,4,UT,0.067288
2001,4,VA,0.032527
2001,4,VT,0.027957
2001,4,WA,0.039862
2001,4,WI,0.079626
2001,4,WV,0.023487
2001,4,WY,0.081831
2001,5,AL,0.012554
2001,5,AR,0.018703
2001,5,AZ,0.043171
2001,5,CA,0.043546
2001,5,CO,0.079979
2001,5,CT,0.044269
2001,5,DE,0.020205
2001,5,FL,0.038348
2001,5,GA,0.011222
2001,5,IA,0.081354
2001,5,ID,0.080099
2001,5,IL,0.05538
2001,5,IN,0.040055
2001,5,KS,0.10271
2001,5,KY,0.016483
2001,5,LA,0.02575
2001,5,MA,0.043645
2001,5,MD,0.021487
2001,5,ME,0.026422
2001,5,MI,0.031
2001,5,MN,0.070291
2001,5,MO,0.052566
2001,5,MS,0.012656
2001,5,MT,0.118044
2001,5,NC,0.015881
2001,5,ND,0.147471
2001,5,NE,0.116746
2001,5,NH,0.022199
2001,5,NJ,0.025556
2001,5,NM,0.08677
2001,5,NV,0.060021
2001,5,NY,0.03311
2001,5,OH,0.027041
2001,5,OK,0.069674
2001,5,OR,0.042542
2001,5,PA,0.021519
2001,5,RI,0.045528
2001,5,SC,0.023068
2001,5,SD,0.134007
2001,5,TN,0.016954
2001,5,TX,0.070822
2001,5,UT,0.052252
2001,5,VA,0.018468
2001,5,VT,0.019335
2001,5,WA,0.04665
2001,5,WI,0.036264
2001,5,WV,0.008813
2001,5,WY,0.099436
2001,6,AL,0.010906
2001,6,AR,0.010898
2001,6,AZ,0.054611
2001,6,CA,0.05092
2001,6,CO,0.078359
2001,6,CT,0.019292
2001,6,DE,0.01518
2001,6,FL,0.025701
2001,6,GA,0.010774
2001,6,IA,0.053919
2001,6,ID,0.056126
2001,6,IL,0.034318
2001,6,IN,0.020769
2001,6,KS,0.101179
2001,6,KY,0.010955
2001,6,LA,0.023831
2001,6,MA,0.025873
2001,6,MD,0.015032
2001,6,ME,0.016736
2001,6,MI,0.020982
2001,6,MN,0.049242
2001,6,MO,0.035685
2001,6,MS,0.012424
2001,6,MT,0.066442
2001,6,NC,0.012738
2001,6,ND,0.07146
2001,6,NE,0.082688
2001,6,NH,0.012459
2001,6,NJ,0.019002
2001,6,NM,0.085009
2001,6,NV,0.078395
2001,6,NY,0.020641
2001,6,OH,0.0173
2001,6,OK,0.074037
2001,6,OR,0.040475
2001,6,PA,0.011805
2001,6,RI,0.030681
2001,6,SC,0.018649
2001,6,SD,0.093326
2001,6,TN,0.009537
2001,6,TX,0.065911
2001,6,UT,0.057002
2001,6,VA,0.013899
2001,6,VT,0.011282
2001,6,WA,0.03816
2001,6,WI,0.025514
2001,6,WV,0.005277
2001,6,WY,0.071929
2001,7,AL,0.006946
2001,7,AR,0.005636
2001,7,AZ,0.036059
2001,7,CA,0.038827
2001,7,CO,0.058869
2001,7,CT,0.026479
2001,7,DE,0.020942
2001,7,FL,0.02423
2001,7,GA,0.008502
2001,7,IA,0.02393
2001,7,ID,0.029527
2001,7,IL,0.021765
2001,7,IN,0.01612
2001,7,KS,0.056388
2001,7,KY,0.008522
2001,7,LA,0.008272
2001,7,MA,0.031587
2001,7,MD,0.023856
2001,7,ME,0.015184
2001,7,MI,0.02103
2001,7,MN,0.030856
2001,7,MO,0.017731
2001,7,MS,0.006407
2001,7,MT,0.053061
2001,7,NC,0.012114
2001,7,ND,0.048289
2001,7,NE,0.049276
2001,7,NH,0.011461
2001,7,NJ,0.021376
2001,7,NM,0.048825
2001,7,NV,0.056111
2001,7,NY,0.029279
2001,7,OH,0.014531
2001,7,OK,0.043254
2001,7,OR,0.04038
2001,7,PA,0.014465
2001,7,RI,0.035204
2001,7,SC,0.014321
2001,7,SD,0.06357
2001,7,TN,0.008386
2001,7,TX,0.042996
2001,7,UT,0.059494
2001,7,VA,0.023092
2001,7,VT,0.014194
2001,7,WA,0.041218
2001,7,WI,0.018041
2001,7,WV,0.004409
2001,7,WY,0.055984
2001,8,AL,0.007692
2001,8,AR,0.007442
2001,8,AZ,0.027794
2001,8,CA,0.032926
2001,8,CO,0.050784
2001,8,CT,0.01541
2001,8,DE,0.010437
2001,8,FL,0.017987
2001,8,GA,0.005887
2001,8,IA,0.019266
2001,8,ID,0.022356
2001,8,IL,0.020081
2001,8,IN,0.014041
2001,8,KS,0.045888
2001,8,KY,0.008315
2001,8,LA,0.010374
2001,8,MA,0.02112
2001,8,MD,0.010189
2001,8,ME,0.016414
2001,8,MI,0.018723
2001,8,MN,0.027379
2001,8,MO,0.01711
2001,8,MS,0.006721
2001,8,MT,0.03596
2001,8,NC,0.008664
2001,8,ND,0.05044
2001,8,NE,0.040472
2001,8,NH,0.007394
2001,8,NJ,0.011273
2001,8,NM,0.039761
2001,8,NV,0.038743
2001,8,NY,0.019411
2001,8,OH,0.011433
2001,8,OK,0.028699
2001,8,OR,0.026029
2001,8,PA,0.008372
2001,8,RI,0.030264
2001,8,SC,0.011829
2001,8,SD,0.055305
2001,8,TN,0.005911
2001,8,TX,0.042112
2001,8,UT,0.040412
2001,8,VA,0.010184
2001,8,VT,0.013217
2001,8,WA,0.0278
2001,8,WI,0.016792
2001,8,WV,0.003521
2001,8,WY,0.043335
2001,9,AL,0.007345
2001,9,AR,0.008328
2001,9,AZ,0.027658
2001,9,CA,0.023784
2001,9,CO,0.046006
2001,9,CT,0.026128
2001,9,DE,0.018022
2001,9,FL,0.030198
2001,9,GA,0.011791
2001,9,IA,0.02254
2001,9,ID,0.034536
2001,9,IL,0.03182
2001,9,IN,0.028135
2001,9,KS,0.050705
2001,9,KY,0.012305
2001,9,LA,0.014929
2001,9,MA,0.031023
2001,9,MD,0.01912
2001,9,ME,0.016383
2001,9,MI,0.028109
2001,9,MN,0.022217
2001,9,MO,0.020411
2001,9,MS,0.007304
2001,9,MT,0.047238
2001,9,NC,0.011367
2001,9,ND,0.057282
2001,9,NE,0.045006
2001,9,NH,0.010043
2001,9,NJ,0.016212
2001,9,NM,0.044307
2001,9,NV,0.036414
2001,9,NY,0.02255
2001,9,OH,0.020621
2001,9,OK,0.035741
2001,9,OR,0.025239
2001,9,PA,0.012361
2001,9,RI,0.0407
2001,9,SC,0.013367
2001,9,SD,0.080046
2001,9,TN,0.010861
2001,9,TX,0.038255
2001,9,UT,0.037395
2001,9,VA,0.017985
2001,9,VT,0.015918
2001,9,WA,0.025623
2001,9,WI,0.02205
2001,9,WV,0.005506
