date,year,month,season,state,capacity_factor,source_row_count
1998-01-07,1998,1,winter,ID,0.07317,1
1998-01-07,1998,1,winter,IL,0.176108,1
1998-01-07,1998,1,winter,IN,0.076261,1
1998-01-07,1998,1,winter,KS,0.106899,1
1998-01-07,1998,1,winter,KY,0.006368,1
1998-01-07,1998,1,winter,LA,0.077562,1
1998-01-07,1998,1,winter,MA,0.0164,1
1998-01-07,1998,1,winter,MD,0.001469,1
1998-01-07,1998,1,winter,ME,0.009409,1
1998-01-07,1998,1,winter,MI,0.068923,1
1998-01-07,1998,1,winter,MN,0.003455,1
1998-01-07,1998,1,winter,MO,0.093242,1
1998-01-07,1998,1,winter,MS,0.023368,1
1998-01-07,1998,1,winter,MT,0.129845,1
1998-01-07,1998,1,winter,NC,0.024941,1
1998-01-07,1998,1,winter,ND,0.013227,1
1998-01-07,1998,1,winter,NE,0.023065,1
1998-01-07,1998,1,winter,NH,0.000147,1
1998-01-07,1998,1,winter,NJ,0.008221,1
1998-01-07,1998,1,winter,NM,0.060141,1
1998-01-07,1998,1,winter,NV,0.006193,1
1998-01-07,1998,1,winter,NY,0.025186,1
1998-01-07,1998,1,winter,OH,0.025398,1
1998-01-07,1998,1,winter,OK,0.261148,1
1998-01-07,1998,1,winter,OR,0.04322,1
1998-01-07,1998,1,winter,PA,0.003923,1
1998-01-07,1998,1,winter,RI,0.039476,1
1998-01-07,1998,1,winter,SC,0.039638,1
1998-01-07,1998,1,winter,SD,0.005566,1
1998-01-07,1998,1,winter,TN,0.017617,1
1998-01-07,1998,1,winter,TX,0.190968,1
1998-01-07,1998,1,winter,UT,0.022213,1
1998-01-07,1998,1,winter,VA,0.014603,1
1998-01-07,1998,1,winter,VT,0.000497,1
1998-01-07,1998,1,winter,WA,0.057669,1
1998-01-07,1998,1,winter,WI,0.085534,1
1998-01-07,1998,1,winter,WV,0.004993,1
1998-01-07,1998,1,winter,WY,0.053844,1
1998-01-08,1998,1,winter,AL,0.057558,1
1998-01-08,1998,1,winter,AR,0.016068,1
1998-01-08,1998,1,winter,AZ,0.001667,1
1998-01-08,1998,1,winter,CA,0.006061,1
1998-01-08,1998,1,winter,CO,0.02896,1
1998-01-08,1998,1,winter,CT,0.011978,1
1998-01-08,1998,1,winter,DE,0.119775,1
1998-01-08,1998,1,winter,FL,0.075374,1
1998-01-08,1998,1,winter,GA,0.037613,1
1998-01-08,1998,1,winter,IA,0.145047,1
1998-01-08,1998,1,winter,ID,0.117501,1
1998-01-08,1998,1,winter,IL,0.269736,1
1998-01-08,1998,1,winter,IN,0.172784,1
1998-01-08,1998,1,winter,KS,0.074644,1
1998-01-08,1998,1,winter,KY,0.041715,1
1998-01-08,1998,1,winter,LA,0.076282,1
1998-01-08,1998,1,winter,MA,0.007558,1
1998-01-08,1998,1,winter,MD,0.01382,1
1998-01-08,1998,1,winter,ME,0.010604,1
1998-01-08,1998,1,winter,MI,0.171833,1
1998-01-08,1998,1,winter,MN,0.033091,1
1998-01-08,1998,1,winter,MO,0.087941,1
1998-01-08,1998,1,winter,MS,0.03587,1
1998-01-08,1998,1,winter,MT,0.092896,1
1998-01-08,1998,1,winter,NC,0.096603,1
1998-01-08,1998,1,winter,ND,0.086404,1
1998-01-08,1998,1,winter,NE,0.058138,1
1998-01-08,1998,1,winter,NH,0.000148,1
1998-01-08,1998,1,winter,NJ,0.103408,1
1998-01-08,1998,1,winter,NM,0.026374,1
1998-01-08,1998,1,winter,NV,0.006867,1
1998-01-08,1998,1,winter,NY,0.071386,1
1998-01-08,1998,1,winter,OH,0.092733,1
1998-01-08,1998,1,winter,OK,0.087921,1
1998-01-08,1998,1,winter,OR,0.007117,1
1998-01-08,1998,1,winter,PA,0.065322,1
1998-01-08,1998,1,winter,RI,0.068436,1
1998-01-08,1998,1,winter,SC,0.103126,1
1998-01-08,1998,1,winter,SD,0.086916,1
1998-01-08,1998,1,winter,TN,0.032032,1
1998-01-08,1998,1,winter,TX,0.063933,1
1998-01-08,1998,1,winter,UT,0.01629,1
1998-01-08,1998,1,winter,VA,0.083655,1
1998-01-08,1998,1,winter,VT,0.0,1
1998-01-08,1998,1,winter,WA,0.015723,1
1998-01-08,1998,1,winter,WI,0.189873,1
1998-01-08,1998,1,winter,WV,0.012614,1
1998-01-08,1998,1,winter,WY,0.194851,1
1998-01-09,1998,1,winter,AL,0.031095,1
1998-01-09,1998,1,winter,AR,0.004788,1
1998-01-09,1998,1,winter,AZ,0.004426,1
1998-01-09,1998,1,winter,CA,0.013617,1
1998-01-09,1998,1,winter,CO,0.041172,1
1998-01-09,1998,1,winter,CT,0.015955,1
1998-01-09,1998,1,winter,DE,0.134911,1
1998-01-09,1998,1,winter,FL,0.024071,1
1998-01-09,1998,1,winter,GA,0.039887,1
1998-01-09,1998,1,winter,IA,0.181237,1
1998-01-09,1998,1,winter,ID,0.022735,1
1998-01-09,1998,1,winter,IL,0.084784,1
1998-01-09,1998,1,winter,IN,0.135626,1
1998-01-09,1998,1,winter,KS,0.085789,1
1998-01-09,1998,1,winter,KY,0.052598,1
1998-01-09,1998,1,winter,LA,0.010073,1
1998-01-09,1998,1,winter,MA,0.020313,1
1998-01-09,1998,1,winter,MD,0.045953,1
1998-01-09,1998,1,winter,ME,0.023903,1
1998-01-09,1998,1,winter,MI,0.09443,1
1998-01-09,1998,1,winter,MN,0.088628,1
1998-01-09,1998,1,winter,MO,0.03634,1
1998-01-09,1998,1,winter,MS,0.009917,1
1998-01-09,1998,1,winter,MT,0.031466,1
1998-01-09,1998,1,winter,NC,0.083268,1
1998-01-09,1998,1,winter,ND,0.275393,1
1998-01-09,1998,1,winter,NE,0.138443,1
1998-01-09,1998,1,winter,NH,0.002778,1
1998-01-09,1998,1,winter,NJ,0.115394,1
1998-01-09,1998,1,winter,NM,0.052649,1
1998-01-09,1998,1,winter,NV,0.004363,1
1998-01-09,1998,1,winter,NY,0.04894,1
1998-01-09,1998,1,winter,OH,0.112258,1
1998-01-09,1998,1,winter,OK,0.023694,1
1998-01-09,1998,1,winter,OR,0.01338,1
1998-01-09,1998,1,winter,PA,0.082891,1
1998-01-09,1998,1,winter,RI,0.058116,1
1998-01-09,1998,1,winter,SC,0.068365,1
1998-01-09,1998,1,winter,SD,0.340294,1
1998-01-09,1998,1,winter,TN,0.043354,1
1998-01-09,1998,1,winter,TX,0.051548,1
1998-01-09,1998,1,winter,UT,0.025008,1
1998-01-09,1998,1,winter,VA,0.096875,1
1998-01-09,1998,1,winter,VT,0.006202,1
1998-01-09,1998,1,winter,WA,0.013541,1
1998-01-09,1998,1,winter,WI,0.092581,1
1998-01-09,1998,1,winter,WV,0.038454,1
1998-01-09,1998,1,winter,WY,0.072995,1
1998-01-10,1998,1,winter,AL,0.000215,1
1998-01-10,1998,1,winter,AR,0.001519,1
1998-01-10,1998,1,winter,AZ,0.013719,1
1998-01-10,1998,1,winter,CA,0.020877,1
1998-01-10,1998,1,winter,CO,0.010933,1
1998-01-10,1998,1,winter,CT,0.004766,1
1998-01-10,1998,1,winter,DE,0.01804,1
1998-01-10,1998,1,winter,FL,0.009451,1
1998-01-10,1998,1,winter,GA,0.004474,1
1998-01-10,1998,1,winter,IA,0.113913,1
1998-01-10,1998,1,winter,ID,0.018217,1
1998-01-10,1998,1,winter,IL,0.120509,1
1998-01-10,1998,1,winter,IN,0.140046,1
1998-01-10,1998,1,winter,KS,0.015452,1
1998-01-10,1998,1,winter,KY,0.008866,1
1998-01-10,1998,1,winter,LA,0.008539,1
1998-01-10,1998,1,winter,MA,0.008622,1
1998-01-10,1998,1,winter,MD,0.028993,1
1998-01-10,1998,1,winter,ME,0.005366,1
1998-01-10,1998,1,winter,MI,0.23685,1
1998-01-10,1998,1,winter,MN,0.17828,1
1998-01-10,1998,1,winter,MO,0.018633,1
1998-01-10,1998,1,winter,MS,0.000178,1
1998-01-10,1998,1,winter,MT,0.05752,1
1998-01-10,1998,1,winter,NC,0.001761,1
1998-01-10,1998,1,winter,ND,0.316126,1
1998-01-10,1998,1,winter,NE,0.012502,1
1998-01-10,1998,1,winter,NH,0.001159,1
1998-01-10,1998,1,winter,NJ,0.026069,1
1998-01-10,1998,1,winter,NM,0.070042,1
1998-01-10,1998,1,winter,NV,0.01639,1
1998-01-10,1998,1,winter,NY,0.116984,1
1998-01-10,1998,1,winter,OH,0.147938,1
1998-01-10,1998,1,winter,OK,0.078819,1
1998-01-10,1998,1,winter,OR,0.022098,1
1998-01-10,1998,1,winter,PA,0.06566,1
1998-01-10,1998,1,winter,RI,0.007575,1
1998-01-10,1998,1,winter,SC,0.001009,1
1998-01-10,1998,1,winter,SD,0.091385,1
1998-01-10,1998,1,winter,TN,0.000256,1
1998-01-10,1998,1,winter,TX,0.043919,1
1998-01-10,1998,1,winter,UT,0.07338,1
1998-01-10,1998,1,winter,VA,0.010905,1
1998-01-10,1998,1,winter,VT,0.006269,1
1998-01-10,1998,1,winter,WA,0.069653,1
1998-01-10,1998,1,winter,WI,0.167172,1
1998-01-10,1998,1,winter,WV,0.016408,1
1998-01-10,1998,1,winter,WY,0.058277,1
1998-01-11,1998,1,winter,AL,0.001369,1
1998-01-11,1998,1,winter,AR,0.005309,1
1998-01-11,1998,1,winter,AZ,0.002522,1
1998-01-11,1998,1,winter,CA,0.023872,1
1998-01-11,1998,1,winter,CO,0.019519,1
1998-01-11,1998,1,winter,CT,0.017677,1
1998-01-11,1998,1,winter,DE,8e-05,1
1998-01-11,1998,1,winter,FL,0.007673,1
1998-01-11,1998,1,winter,GA,0.000947,1
1998-01-11,1998,1,winter,IA,0.00548,1
1998-01-11,1998,1,winter,ID,0.164295,1
1998-01-11,1998,1,winter,IL,0.006699,1
1998-01-11,1998,1,winter,IN,0.012824,1
1998-01-11,1998,1,winter,KS,0.008885,1
1998-01-11,1998,1,winter,KY,0.000792,1
1998-01-11,1998,1,winter,LA,0.016868,1
1998-01-11,1998,1,winter,MA,0.015277,1
1998-01-11,1998,1,winter,MD,0.001345,1
1998-01-11,1998,1,winter,ME,0.018668,1
1998-01-11,1998,1,winter,MI,0.073782,1
1998-01-11,1998,1,winter,MN,0.018165,1
1998-01-11,1998,1,winter,MO,0.005251,1
1998-01-11,1998,1,winter,MS,0.002583,1
1998-01-11,1998,1,winter,MT,0.016377,1
1998-01-11,1998,1,winter,NC,0.001229,1
1998-01-11,1998,1,winter,ND,0.039523,1
1998-01-11,1998,1,winter,NE,0.025369,1
1998-01-11,1998,1,winter,NH,0.00936,1
1998-01-11,1998,1,winter,NJ,0.011988,1
1998-01-11,1998,1,winter,NM,0.052621,1
1998-01-11,1998,1,winter,NV,0.034867,1
1998-01-11,1998,1,winter,NY,0.059688,1
1998-01-11,1998,1,winter,OH,0.016262,1
1998-01-11,1998,1,winter,OK,0.001186,1
1998-01-11,1998,1,winter,OR,0.054975,1
1998-01-11,1998,1,winter,PA,0.022872,1
1998-01-11,1998,1,winter,RI,0.026789,1
1998-01-11,1998,1,winter,SC,0.000925,1
1998-01-11,1998,1,winter,SD,0.010892,1
1998-01-11,1998,1,winter,TN,0.001562,1
1998-01-11,1998,1,winter,TX,0.061509,1
1998-01-11,1998,1,winter,UT,0.214627,1
1998-01-11,1998,1,winter,VA,0.001778,1
1998-01-11,1998,1,winter,VT,0.020241,1
1998-01-11,1998,1,winter,WA,0.092568,1
1998-01-11,1998,1,winter,WI,0.021775,1
1998-01-11,1998,1,winter,WV,0.000992,1
1998-01-11,1998,1,winter,WY,0.156417,1
1998-01-12,1998,1,winter,AL,0.018932,1
1998-01-12,1998,1,winter,AR,0.013904,1
1998-01-12,1998,1,winter,AZ,0.007007,1
1998-01-12,1998,1,winter,CA,0.06034,1
1998-01-12,1998,1,winter,CO,0.06885,1
1998-01-12,1998,1,winter,CT,0.010872,1
1998-01-12,1998,1,winter,DE,0.00912,1
1998-01-12,1998,1,winter,FL,0.014372,1
1998-01-12,1998,1,winter,GA,0.00291,1
1998-01-12,1998,1,winter,IA,0.060971,1
1998-01-12,1998,1,winter,ID,0.198103,1
1998-01-12,1998,1,winter,IL,0.014995,1
1998-01-12,1998,1,winter,IN,0.008987,1
1998-01-12,1998,1,winter,KS,0.051294,1
1998-01-12,1998,1,winter,KY,0.005105,1
1998-01-12,1998,1,winter,LA,0.02773,1
1998-01-12,1998,1,winter,MA,0.013364,1
1998-01-12,1998,1,winter,MD,0.003553,1
1998-01-12,1998,1,winter,ME,0.018198,1
1998-01-12,1998,1,winter,MI,0.012017,1
1998-01-12,1998,1,winter,MN,0.033779,1
1998-01-12,1998,1,winter,MO,0.023983,1
1998-01-12,1998,1,winter,MS,0.024941,1
1998-01-12,1998,1,winter,MT,0.004698,1
1998-01-12,1998,1,winter,NC,0.001386,1
1998-01-12,1998,1,winter,ND,0.115932,1
1998-01-12,1998,1,winter,NE,0.066834,1
1998-01-12,1998,1,winter,NH,0.014384,1
1998-01-12,1998,1,winter,NJ,0.007964,1
1998-01-12,1998,1,winter,NM,0.062193,1
1998-01-12,1998,1,winter,NV,0.062501,1
1998-01-12,1998,1,winter,NY,0.007887,1
1998-01-12,1998,1,winter,OH,0.009647,1
1998-01-12,1998,1,winter,OK,0.041205,1
1998-01-12,1998,1,winter,OR,0.043994,1
1998-01-12,1998,1,winter,PA,0.005548,1
1998-01-12,1998,1,winter,RI,0.020081,1
1998-01-12,1998,1,winter,SC,0.002472,1
1998-01-12,1998,1,winter,SD,0.039195,1
1998-01-12,1998,1,winter,TN,0.006226,1
1998-01-12,1998,1,winter,TX,0.055518,1
1998-01-12,1998,1,winter,UT,0.152618,1
1998-01-12,1998,1,winter,VA,0.004015,1
1998-01-12,1998,1,winter,VT,0.008814,1
1998-01-12,1998,1,winter,WA,0.037297,1
1998-01-12,1998,1,winter,WI,0.01846,1
1998-01-12,1998,1,winter,WV,0.004414,1
1998-01-12,1998,1,winter,WY,0.185179,1
1998-01-13,1998,1,winter,AL,0.003757,1
1998-01-13,1998,1,winter,AR,0.029503,1
1998-01-13,1998,1,winter,AZ,0.019749,1
1998-01-13,1998,1,winter,CA,0.032025,1
1998-01-13,1998,1,winter,CO,0.011482,1
1998-01-13,1998,1,winter,CT,0.045486,1
1998-01-13,1998,1,winter,DE,0.044135,1
1998-01-13,1998,1,winter,FL,0.011118,1
1998-01-13,1998,1,winter,GA,0.000741,1
1998-01-13,1998,1,winter,IA,0.044855,1
1998-01-13,1998,1,winter,ID,0.176369,1
1998-01-13,1998,1,winter,IL,0.039101,1
1998-01-13,1998,1,winter,IN,0.07043,1
1998-01-13,1998,1,winter,KS,0.040455,1
1998-01-13,1998,1,winter,KY,0.027195,1
1998-01-13,1998,1,winter,LA,0.016539,1
1998-01-13,1998,1,winter,MA,0.056575,1
1998-01-13,1998,1,winter,MD,0.017031,1
1998-01-13,1998,1,winter,ME,0.045596,1
1998-01-13,1998,1,winter,MI,0.138232,1
1998-01-13,1998,1,winter,MN,0.023579,1
1998-01-13,1998,1,winter,MO,0.03136,1
1998-01-13,1998,1,winter,MS,0.005476,1
1998-01-13,1998,1,winter,MT,0.050077,1
1998-01-13,1998,1,winter,NC,0.00862,1
1998-01-13,1998,1,winter,ND,0.034044,1
1998-01-13,1998,1,winter,NE,0.025191,1
1998-01-13,1998,1,winter,NH,0.020264,1
1998-01-13,1998,1,winter,NJ,0.050199,1
1998-01-13,1998,1,winter,NM,0.052624,1
1998-01-13,1998,1,winter,NV,0.043231,1
1998-01-13,1998,1,winter,NY,0.123128,1
1998-01-13,1998,1,winter,OH,0.073509,1
1998-01-13,1998,1,winter,OK,0.102313,1
1998-01-13,1998,1,winter,OR,0.057028,1
1998-01-13,1998,1,winter,PA,0.07643,1
1998-01-13,1998,1,winter,RI,0.099772,1
1998-01-13,1998,1,winter,SC,0.00567,1
1998-01-13,1998,1,winter,SD,0.009606,1
1998-01-13,1998,1,winter,TN,0.037546,1
1998-01-13,1998,1,winter,TX,0.052121,1
1998-01-13,1998,1,winter,UT,0.0813,1
1998-01-13,1998,1,winter,VA,0.020048,1
1998-01-13,1998,1,winter,VT,0.090864,1
1998-01-13,1998,1,winter,WA,0.049597,1
1998-01-13,1998,1,winter,WI,0.040285,1
1998-01-13,1998,1,winter,WV,0.022697,1
1998-01-13,1998,1,winter,WY,0.094583,1
1998-01-14,1998,1,winter,AL,0.01239,1
1998-01-14,1998,1,winter,AR,0.013494,1
1998-01-14,1998,1,winter,AZ,0.00503,1
1998-01-14,1998,1,winter,CA,0.038379,1
1998-01-14,1998,1,winter,CO,0.0306,1
1998-01-14,1998,1,winter,CT,0.080146,1
1998-01-14,1998,1,winter,DE,0.048917,1
1998-01-14,1998,1,winter,FL,0.022233,1
1998-01-14,1998,1,winter,GA,0.023365,1
1998-01-14,1998,1,winter,IA,0.039744,1
1998-01-14,1998,1,winter,ID,0.105261,1
1998-01-14,1998,1,winter,IL,0.035462,1
1998-01-14,1998,1,winter,IN,0.062287,1
1998-01-14,1998,1,winter,KS,0.021964,1
1998-01-14,1998,1,winter,KY,0.012593,1
1998-01-14,1998,1,winter,LA,0.019368,1
1998-01-14,1998,1,winter,MA,0.115652,1
1998-01-14,1998,1,winter,MD,0.056257,1
1998-01-14,1998,1,winter,ME,0.212554,1
1998-01-14,1998,1,winter,MI,0.034948,1
1998-01-14,1998,1,winter,MN,0.018652,1
1998-01-14,1998,1,winter,MO,0.026888,1
1998-01-14,1998,1,winter,MS,0.008811,1
1998-01-14,1998,1,winter,MT,0.15706,1
1998-01-14,1998,1,winter,NC,0.041448,1
1998-01-14,1998,1,winter,ND,0.051139,1
1998-01-14,1998,1,winter,NE,0.033348,1
1998-01-14,1998,1,winter,NH,0.075626,1
1998-01-14,1998,1,winter,NJ,0.055545,1
1998-01-14,1998,1,winter,NM,0.056547,1
1998-01-14,1998,1,winter,NV,0.009209,1
1998-01-14,1998,1,winter,NY,0.115302,1
1998-01-14,1998,1,winter,OH,0.022296,1
1998-01-14,1998,1,winter,OK,0.025127,1
1998-01-14,1998,1,winter,OR,0.159413,1
1998-01-14,1998,1,winter,PA,0.039384,1
1998-01-14,1998,1,winter,RI,0.140084,1
1998-01-14,1998,1,winter,SC,0.027739,1
1998-01-14,1998,1,winter,SD,0.023859,1
1998-01-14,1998,1,winter,TN,0.013097,1
1998-01-14,1998,1,winter,TX,0.04065,1
1998-01-14,1998,1,winter,UT,0.01553,1
1998-01-14,1998,1,winter,VA,0.044065,1
1998-01-14,1998,1,winter,VT,0.165402,1
1998-01-14,1998,1,winter,WA,0.10589,1
1998-01-14,1998,1,winter,WI,0.039624,1
1998-01-14,1998,1,winter,WV,0.005679,1
1998-01-14,1998,1,winter,WY,0.104237,1
1998-01-15,1998,1,winter,AL,0.017774,1
1998-01-15,1998,1,winter,AR,0.023945,1
1998-01-15,1998,1,winter,AZ,0.003205,1
1998-01-15,1998,1,winter,CA,0.050058,1
1998-01-15,1998,1,winter,CO,0.049324,1
1998-01-15,1998,1,winter,CT,0.020052,1
1998-01-15,1998,1,winter,DE,0.048702,1
1998-01-15,1998,1,winter,FL,0.042395,1
1998-01-15,1998,1,winter,GA,0.037339,1
1998-01-15,1998,1,winter,IA,0.010216,1
1998-01-15,1998,1,winter,ID,0.140828,1
1998-01-15,1998,1,winter,IL,0.009469,1
1998-01-15,1998,1,winter,IN,0.015729,1
1998-01-15,1998,1,winter,KS,0.01625,1
1998-01-15,1998,1,winter,KY,0.012018,1
1998-01-15,1998,1,winter,LA,0.068573,1
1998-01-15,1998,1,winter,MA,0.007149,1
1998-01-15,1998,1,winter,MD,0.008624,1
1998-01-15,1998,1,winter,ME,0.019133,1
1998-01-15,1998,1,winter,MI,0.034945,1
1998-01-15,1998,1,winter,MN,0.014307,1
1998-01-15,1998,1,winter,MO,0.012516,1
1998-01-15,1998,1,winter,MS,0.011829,1
1998-01-15,1998,1,winter,MT,0.212558,1
1998-01-15,1998,1,winter,NC,0.013191,1
1998-01-15,1998,1,winter,ND,0.078887,1
1998-01-15,1998,1,winter,NE,0.023663,1
1998-01-15,1998,1,winter,NH,0.001046,1
1998-01-15,1998,1,winter,NJ,0.012889,1
1998-01-15,1998,1,winter,NM,0.035788,1
1998-01-15,1998,1,winter,NV,0.009944,1
1998-01-15,1998,1,winter,NY,0.033319,1
1998-01-15,1998,1,winter,OH,0.01196,1
1998-01-15,1998,1,winter,OK,0.016021,1
1998-01-15,1998,1,winter,OR,0.026893,1
1998-01-15,1998,1,winter,PA,0.01964,1
1998-01-15,1998,1,winter,RI,0.019123,1
1998-01-15,1998,1,winter,SC,0.018426,1
1998-01-15,1998,1,winter,SD,0.088361,1
1998-01-15,1998,1,winter,TN,0.027868,1
1998-01-15,1998,1,winter,TX,0.069507,1
1998-01-15,1998,1,winter,UT,0.119614,1
1998-01-15,1998,1,winter,VA,0.018832,1
1998-01-15,1998,1,winter,VT,0.0,1
1998-01-15,1998,1,winter,WA,0.118467,1
1998-01-15,1998,1,winter,WI,0.010496,1
1998-01-15,1998,1,winter,WV,0.003745,1
1998-01-15,1998,1,winter,WY,0.235521,1
1998-01-16,1998,1,winter,AL,0.049889,1
1998-01-16,1998,1,winter,AR,0.007981,1
1998-01-16,1998,1,winter,AZ,0.004107,1
1998-01-16,1998,1,winter,CA,0.042681,1
1998-01-16,1998,1,winter,CO,0.056127,1
1998-01-16,1998,1,winter,CT,0.118167,1
1998-01-16,1998,1,winter,DE,0.136714,1
1998-01-16,1998,1,winter,FL,0.095239,1
1998-01-16,1998,1,winter,GA,0.043627,1
1998-01-16,1998,1,winter,IA,0.017412,1
1998-01-16,1998,1,winter,ID,0.036513,1
1998-01-16,1998,1,winter,IL,0.00782,1
1998-01-16,1998,1,winter,IN,0.019576,1
1998-01-16,1998,1,winter,KS,0.062052,1
1998-01-16,1998,1,winter,KY,0.024707,1
1998-01-16,1998,1,winter,LA,0.039306,1
1998-01-16,1998,1,winter,MA,0.15492,1
1998-01-16,1998,1,winter,MD,0.070119,1
1998-01-16,1998,1,winter,ME,0.049823,1
1998-01-16,1998,1,winter,MI,0.023131,1
1998-01-16,1998,1,winter,MN,0.052603,1
1998-01-16,1998,1,winter,MO,0.005914,1
1998-01-16,1998,1,winter,MS,0.052316,1
1998-01-16,1998,1,winter,MT,0.125079,1
1998-01-16,1998,1,winter,NC,0.010441,1
1998-01-16,1998,1,winter,ND,0.175805,1
1998-01-16,1998,1,winter,NE,0.060957,1
1998-01-16,1998,1,winter,NH,0.027217,1
1998-01-16,1998,1,winter,NJ,0.127074,1
1998-01-16,1998,1,winter,NM,0.086499,1
1998-01-16,1998,1,winter,NV,0.005485,1
1998-01-16,1998,1,winter,NY,0.108366,1
1998-01-16,1998,1,winter,OH,0.037708,1
1998-01-16,1998,1,winter,OK,0.08016,1
1998-01-16,1998,1,winter,OR,0.043803,1
1998-01-16,1998,1,winter,PA,0.039814,1
1998-01-16,1998,1,winter,RI,0.291784,1
1998-01-16,1998,1,winter,SC,0.029919,1
1998-01-16,1998,1,winter,SD,0.029176,1
1998-01-16,1998,1,winter,TN,0.01348,1
1998-01-16,1998,1,winter,TX,0.075114,1
1998-01-16,1998,1,winter,UT,0.02398,1
1998-01-16,1998,1,winter,VA,0.040416,1
1998-01-16,1998,1,winter,VT,0.002069,1
1998-01-16,1998,1,winter,WA,0.019774,1
1998-01-16,1998,1,winter,WI,0.010262,1
1998-01-16,1998,1,winter,WV,0.001794,1
1998-01-16,1998,1,winter,WY,0.113902,1
1998-01-17,1998,1,winter,AL,0.010595,1
1998-01-17,1998,1,winter,AR,0.006918,1
1998-01-17,1998,1,winter,AZ,0.002635,1
1998-01-17,1998,1,winter,CA,0.029656,1
1998-01-17,1998,1,winter,CO,0.063623,1
1998-01-17,1998,1,winter,CT,0.05888,1
1998-01-17,1998,1,winter,DE,0.061401,1
1998-01-17,1998,1,winter,FL,0.018172,1
1998-01-17,1998,1,winter,GA,0.032202,1
1998-01-17,1998,1,winter,IA,0.011941,1
1998-01-17,1998,1,winter,ID,0.083649,1
1998-01-17,1998,1,winter,IL,0.012337,1
1998-01-17,1998,1,winter,IN,0.014043,1
1998-01-17,1998,1,winter,KS,0.015395,1
1998-01-17,1998,1,winter,KY,0.021644,1
1998-01-17,1998,1,winter,LA,0.007248,1
1998-01-17,1998,1,winter,MA,0.082062,1
1998-01-17,1998,1,winter,MD,0.034181,1
1998-01-17,1998,1,winter,ME,0.08539,1
1998-01-17,1998,1,winter,MI,0.001058,1
1998-01-17,1998,1,winter,MN,0.015383,1
1998-01-17,1998,1,winter,MO,0.010632,1
1998-01-17,1998,1,winter,MS,0.006741,1
1998-01-17,1998,1,winter,MT,0.084918,1
1998-01-17,1998,1,winter,NC,0.012284,1
1998-01-17,1998,1,winter,ND,0.042685,1
1998-01-17,1998,1,winter,NE,0.007105,1
1998-01-17,1998,1,winter,NH,0.017631,1
1998-01-17,1998,1,winter,NJ,0.047828,1
1998-01-17,1998,1,winter,NM,0.045774,1
1998-01-17,1998,1,winter,NV,0.034607,1
1998-01-17,1998,1,winter,NY,0.038196,1
1998-01-17,1998,1,winter,OH,0.006304,1
1998-01-17,1998,1,winter,OK,0.035225,1
1998-01-17,1998,1,winter,OR,0.146306,1
1998-01-17,1998,1,winter,PA,0.00834,1
1998-01-17,1998,1,winter,RI,0.289701,1
1998-01-17,1998,1,winter,SC,0.026645,1
1998-01-17,1998,1,winter,SD,0.01279,1
1998-01-17,1998,1,winter,TN,0.015934,1
1998-01-17,1998,1,winter,TX,0.040518,1
1998-01-17,1998,1,winter,UT,0.065265,1
1998-01-17,1998,1,winter,VA,0.032316,1
1998-01-17,1998,1,winter,VT,0.0058,1
1998-01-17,1998,1,winter,WA,0.108132,1
1998-01-17,1998,1,winter,WI,0.007498,1
1998-01-17,1998,1,winter,WV,0.002095,1
1998-01-17,1998,1,winter,WY,0.228457,1
1998-01-18,1998,1,winter,AL,0.007087,1
1998-01-18,1998,1,winter,AR,0.00422,1
1998-01-18,1998,1,winter,AZ,0.002334,1
1998-01-18,1998,1,winter,CA,0.050628,1
1998-01-18,1998,1,winter,CO,0.073552,1
1998-01-18,1998,1,winter,CT,0.019958,1
1998-01-18,1998,1,winter,DE,0.006957,1
1998-01-18,1998,1,winter,FL,0.006627,1
1998-01-18,1998,1,winter,GA,0.003134,1
1998-01-18,1998,1,winter,IA,0.006929,1
1998-01-18,1998,1,winter,ID,0.044138,1
1998-01-18,1998,1,winter,IL,0.011066,1
1998-01-18,1998,1,winter,IN,0.011084,1
1998-01-18,1998,1,winter,KS,0.096257,1
1998-01-18,1998,1,winter,KY,0.005457,1
1998-01-18,1998,1,winter,LA,0.039327,1
1998-01-18,1998,1,winter,MA,0.02979,1
1998-01-18,1998,1,winter,MD,0.029808,1
1998-01-18,1998,1,winter,ME,0.014889,1
1998-01-18,1998,1,winter,MI,0.013737,1
1998-01-18,1998,1,winter,MN,0.006151,1
1998-01-18,1998,1,winter,MO,0.028158,1
1998-01-18,1998,1,winter,MS,0.006166,1
1998-01-18,1998,1,winter,MT,0.073604,1
1998-01-18,1998,1,winter,NC,0.01542,1
1998-01-18,1998,1,winter,ND,0.004993,1
1998-01-18,1998,1,winter,NE,0.045548,1
1998-01-18,1998,1,winter,NH,0.004111,1
1998-01-18,1998,1,winter,NJ,0.003208,1
1998-01-18,1998,1,winter,NM,0.037521,1
1998-01-18,1998,1,winter,NV,0.06344,1
1998-01-18,1998,1,winter,NY,0.012848,1
1998-01-18,1998,1,winter,OH,0.026013,1
1998-01-18,1998,1,winter,OK,0.193848,1
1998-01-18,1998,1,winter,OR,0.088911,1
1998-01-18,1998,1,winter,PA,0.008073,1
1998-01-18,1998,1,winter,RI,0.068355,1
1998-01-18,1998,1,winter,SC,0.012139,1
1998-01-18,1998,1,winter,SD,0.005211,1
1998-01-18,1998,1,winter,TN,0.001921,1
