date,region,capacity_factor
1996-04-10,CA,0.117035
1996-04-10,FL,0.043524
1996-04-10,MN,0.064506
1996-04-10,TX,0.064276
1996-04-11,CA,0.101806
1996-04-11,FL,0.013865
1996-04-11,MN,0.083584
1996-04-11,TX,0.237806
1996-04-12,CA,0.113165
1996-04-12,FL,0.031627
1996-04-12,MN,0.149819
1996-04-12,TX,0.161722
1996-04-13,CA,0.055172
1996-04-13,FL,0.04661
1996-04-13,MN,0.030138
1996-04-13,TX,0.099163
1996-04-14,CA,0.020129
1996-04-14,FL,0.014755
1996-04-14,MN,0.007642
1996-04-14,TX,0.165104
1996-04-15,CA,0.037425
1996-04-15,FL,0.054744
1996-04-15,MN,0.086127
1996-04-15,TX,0.147876
1996-04-16,CA,0.08245
1996-04-16,FL,0.067811
1996-04-16,MN,0.069883
1996-04-16,TX,0.072489
1996-04-17,CA,0.074295
1996-04-17,FL,0.019687
1996-04-17,MN,0.118596
1996-04-17,TX,0.134749
1996-04-18,CA,0.10205
1996-04-18,FL,0.022866
1996-04-18,MN,0.052871
1996-04-18,TX,0.126168
1996-04-19,CA,0.067654
1996-04-19,FL,0.029662
1996-04-19,MN,0.029714
1996-04-19,TX,0.163146
1996-04-20,CA,0.055701
1996-04-20,FL,0.035407
1996-04-20,MN,0.096504
1996-04-20,TX,0.097027
1996-04-21,CA,0.056311
1996-04-21,FL,0.033289
1996-04-21,MN,0.047953
1996-04-21,TX,0.172866
1996-04-22,CA,0.032
1996-04-22,FL,0.061873
1996-04-22,MN,0.066281
1996-04-22,TX,0.178274
1996-04-23,CA,0.03781
1996-04-23,FL,0.036738
1996-04-23,MN,0.046629
1996-04-23,TX,0.065345
1996-04-24,CA,0.085696
1996-04-24,FL,0.024867
1996-04-24,MN,0.060443
1996-04-24,TX,0.089221
1996-04-25,CA,0.065626
1996-04-25,FL,0.023352
1996-04-25,MN,0.26961
1996-04-25,TX,0.208596
1996-04-26,CA,0.048175
1996-04-26,FL,0.045053
1996-04-26,MN,0.215389
1996-04-26,TX,0.075845
1996-04-27,CA,0.093872
1996-04-27,FL,0.017217
1996-04-27,MN,0.004381
1996-04-27,TX,0.100807
1996-04-28,CA,0.112551
1996-04-28,FL,0.047094
1996-04-28,MN,0.017739
1996-04-28,TX,0.269629
1996-04-29,CA,0.038769
1996-04-29,FL,0.096791
1996-04-29,MN,0.028344
1996-04-29,TX,0.253612
1996-04-30,CA,0.021038
1996-04-30,FL,0.084274
1996-04-30,MN,0.064591
1996-04-30,TX,0.071602
1996-05-01,CA,0.040557
1996-05-01,FL,0.019438
1996-05-01,MN,0.096468
1996-05-01,TX,0.108275
1996-05-02,CA,0.056297
1996-05-02,FL,0.020834
1996-05-02,MN,0.018924
1996-05-02,TX,0.08597
1996-05-03,CA,0.08097
1996-05-03,FL,0.018921
1996-05-03,MN,0.009374
1996-05-03,TX,0.137526
1996-05-04,CA,0.056633
1996-05-04,FL,0.021403
1996-05-04,MN,0.009134
1996-05-04,TX,0.141961
1996-05-05,CA,0.049908
1996-05-05,FL,0.018663
1996-05-05,MN,0.024467
1996-05-05,TX,0.125412
1996-05-06,CA,0.062457
1996-05-06,FL,0.023078
1996-05-06,MN,0.022853
1996-05-06,TX,0.102706
1996-05-07,CA,0.078714
1996-05-07,FL,0.030878
1996-05-07,MN,0.005163
1996-05-07,TX,0.132999
1996-05-08,CA,0.073807
1996-05-08,FL,0.042942
1996-05-08,MN,0.01704
1996-05-08,TX,0.152794
1996-05-09,CA,0.064466
1996-05-09,FL,0.0433
1996-05-09,MN,0.037568
1996-05-09,TX,0.150208
1996-05-10,CA,0.031366
1996-05-10,FL,0.039861
1996-05-10,MN,0.07859
1996-05-10,TX,0.127163
1996-05-11,CA,0.019542
1996-05-11,FL,0.023891
1996-05-11,MN,0.028821
1996-05-11,TX,0.072013
1996-05-12,CA,0.026764
1996-05-12,FL,0.015757
1996-05-12,MN,0.00869
1996-05-12,TX,0.036124
1996-05-13,CA,0.053314
1996-05-13,FL,0.017899
1996-05-13,MN,0.009937
1996-05-13,TX,0.070884
1996-05-14,CA,0.082605
1996-05-14,FL,0.037004
1996-05-14,MN,0.104539
1996-05-14,TX,0.153165
1996-05-15,CA,0.069164
1996-05-15,FL,0.047834
1996-05-15,MN,0.04856
1996-05-15,TX,0.189991
1996-05-16,CA,0.08368
1996-05-16,FL,0.022367
1996-05-16,MN,0.036353
1996-05-16,TX,0.160169
1996-05-17,CA,0.094338
1996-05-17,FL,0.018495
1996-05-17,MN,0.112784
1996-05-17,TX,0.205373
1996-05-18,CA,0.083624
1996-05-18,FL,0.012198
1996-05-18,MN,0.095521
1996-05-18,TX,0.20318
1996-05-19,CA,0.087548
1996-05-19,FL,0.014918
1996-05-19,MN,0.104288
1996-05-19,TX,0.20482
1996-05-20,CA,0.06897
1996-05-20,FL,0.01161
1996-05-20,MN,0.043097
1996-05-20,TX,0.188178
1996-05-21,CA,0.096583
1996-05-21,FL,0.023911
1996-05-21,MN,0.056695
1996-05-21,TX,0.068887
1996-05-22,CA,0.123101
1996-05-22,FL,0.021274
1996-05-22,MN,0.024861
1996-05-22,TX,0.091068
1996-05-23,CA,0.125199
1996-05-23,FL,0.016798
1996-05-23,MN,0.05142
1996-05-23,TX,0.17694
1996-05-24,CA,0.140702
1996-05-24,FL,0.017544
1996-05-24,MN,0.081079
1996-05-24,TX,0.170755
1996-05-25,CA,0.065326
1996-05-25,FL,0.011156
1996-05-25,MN,0.028536
1996-05-25,TX,0.179167
1996-05-26,CA,0.059472
1996-05-26,FL,0.015149
1996-05-26,MN,0.03615
1996-05-26,TX,0.206879
1996-05-27,CA,0.097689
1996-05-27,FL,0.019108
1996-05-27,MN,0.114083
1996-05-27,TX,0.12287
1996-05-28,CA,0.052624
1996-05-28,FL,0.038448
1996-05-28,MN,0.071736
1996-05-28,TX,0.058197
1996-05-29,CA,0.074097
1996-05-29,FL,0.027935
1996-05-29,MN,0.013185
1996-05-29,TX,0.048135
1996-05-30,CA,0.068585
1996-05-30,FL,0.034213
1996-05-30,MN,0.042097
1996-05-30,TX,0.092069
1996-05-31,CA,0.050659
1996-05-31,FL,0.045908
1996-05-31,MN,0.08314
1996-05-31,TX,0.098087
1996-06-01,CA,0.028598
1996-06-01,FL,0.086792
1996-06-01,MN,0.02836
1996-06-01,TX,0.101823
1996-06-02,CA,0.019199
1996-06-02,FL,0.04936
1996-06-02,MN,0.075859
1996-06-02,TX,0.038072
1996-06-03,CA,0.023979
1996-06-03,FL,0.019412
1996-06-03,MN,0.125943
1996-06-03,TX,0.03243
1996-06-04,CA,0.04025
1996-06-04,FL,0.015028
1996-06-04,MN,0.01324
1996-06-04,TX,0.044428
1996-06-05,CA,0.028175
1996-06-05,FL,0.012901
1996-06-05,MN,0.03559
1996-06-05,TX,0.087735
1996-06-06,CA,0.027387
1996-06-06,FL,0.011414
1996-06-06,MN,0.026147
1996-06-06,TX,0.135439
1996-06-07,CA,0.033553
1996-06-07,FL,0.014981
1996-06-07,MN,0.039762
1996-06-07,TX,0.104473
1996-06-08,CA,0.030749
1996-06-08,FL,0.039294
1996-06-08,MN,0.008062
1996-06-08,TX,0.047706
1996-06-09,CA,0.038782
1996-06-09,FL,0.049812
1996-06-09,MN,0.009535
1996-06-09,TX,0.022435
1996-06-10,CA,0.064063
1996-06-10,FL,0.021931
1996-06-10,MN,0.006956
1996-06-10,TX,0.061778
1996-06-11,CA,0.064022
1996-06-11,FL,0.013767
1996-06-11,MN,0.001901
1996-06-11,TX,0.056495
1996-06-12,CA,0.048398
1996-06-12,FL,0.011486
1996-06-12,MN,0.017363
1996-06-12,TX,0.061628
1996-06-13,CA,0.058497
1996-06-13,FL,0.013849
1996-06-13,MN,0.022359
1996-06-13,TX,0.040544
1996-06-14,CA,0.039861
1996-06-14,FL,0.019471
1996-06-14,MN,0.006337
1996-06-14,TX,0.034722
1996-06-15,CA,0.053321
1996-06-15,FL,0.017581
1996-06-15,MN,0.020753
1996-06-15,TX,0.037328
1996-06-16,CA,0.065369
1996-06-16,FL,0.027584
1996-06-16,MN,0.008513
1996-06-16,TX,0.033396
1996-06-17,CA,0.062218
1996-06-17,FL,0.023965
1996-06-17,MN,0.053296
1996-06-17,TX,0.030061
1996-06-18,CA,0.05283
1996-06-18,FL,0.011103
1996-06-18,MN,0.036783
1996-06-18,TX,0.030678
1996-06-19,CA,0.041477
1996-06-19,FL,0.014939
1996-06-19,MN,0.016599
1996-06-19,TX,0.051875
1996-06-20,CA,0.072677
1996-06-20,FL,0.017203
1996-06-20,MN,0.020191
1996-06-20,TX,0.04419
1996-06-21,CA,0.084183
1996-06-21,FL,0.018682
1996-06-21,MN,0.056877
1996-06-21,TX,0.051281
1996-06-22,CA,0.057323
1996-06-22,FL,0.017806
1996-06-22,MN,0.02357
1996-06-22,TX,0.066098
1996-06-23,CA,0.043707
1996-06-23,FL,0.015588
1996-06-23,MN,0.020552
1996-06-23,TX,0.07336
1996-06-24,CA,0.087904
1996-06-24,FL,0.013442
1996-06-24,MN,0.013096
1996-06-24,TX,0.062661
1996-06-25,CA,0.065885
1996-06-25,FL,0.011005
1996-06-25,MN,0.036622
1996-06-25,TX,0.05872
1996-06-26,CA,0.07761
1996-06-26,FL,0.024808
1996-06-26,MN,0.07617
1996-06-26,TX,0.071368
1996-06-27,CA,0.047744
1996-06-27,FL,0.019804
1996-06-27,MN,0.074343
1996-06-27,TX,0.066826
1996-06-28,CA,0.041798
1996-06-28,FL,0.018549
1996-06-28,MN,0.096879
1996-06-28,TX,0.041549
1996-06-29,CA,0.031189
1996-06-29,FL,0.024848
1996-06-29,MN,0.074827
1996-06-29,TX,0.034517
1996-06-30,CA,0.024624
1996-06-30,FL,0.044744
1996-06-30,MN,0.052087
1996-06-30,TX,0.026787
1996-07-01,CA,0.020403
1996-07-01,FL,0.006838
1996-07-01,MN,0.011352
1996-07-01,TX,0.013991
1996-07-02,CA,0.036704
1996-07-02,FL,0.013512
1996-07-02,MN,0.02712
1996-07-02,TX,0.019545
1996-07-03,CA,0.048437
1996-07-03,FL,0.042975
1996-07-03,MN,0.004775
1996-07-03,TX,0.020769
1996-07-04,CA,0.056779
1996-07-04,FL,0.042416
1996-07-04,MN,0.01338
1996-07-04,TX,0.018473
1996-07-05,CA,0.041765
1996-07-05,FL,0.042583
1996-07-05,MN,0.032403
1996-07-05,TX,0.037717
1996-07-06,CA,0.025248
1996-07-06,FL,0.037662
1996-07-06,MN,0.034739
1996-07-06,TX,0.042225
1996-07-07,CA,0.041153
1996-07-07,FL,0.018865
1996-07-07,MN,0.019712
1996-07-07,TX,0.031779
1996-07-08,CA,0.045468
1996-07-08,FL,0.026787
1996-07-08,MN,0.099635
1996-07-08,TX,0.040829
1996-07-09,CA,0.039739
1996-07-09,FL,0.026897
1996-07-09,MN,0.039181
1996-07-09,TX,0.076349
1996-07-10,CA,0.030687
1996-07-10,FL,0.018462
1996-07-10,MN,0.012467
1996-07-10,TX,0.062928
1996-07-11,CA,0.034182
1996-07-11,FL,0.045228
1996-07-11,MN,0.043993
1996-07-11,TX,0.038389
1996-07-12,CA,0.03786
1996-07-12,FL,0.022257
1996-07-12,MN,0.031314
1996-07-12,TX,0.034344
1996-07-13,CA,0.037061
1996-07-13,FL,0.014181
1996-07-13,MN,0.007863
1996-07-13,TX,0.034987
1996-07-14,CA,0.03798
1996-07-14,FL,0.0253
1996-07-14,MN,0.002639
1996-07-14,TX,0.054351
1996-07-15,CA,0.054703
1996-07-15,FL,0.028173
1996-07-15,MN,0.010672
1996-07-15,TX,0.036689
1996-07-16,CA,0.059523
1996-07-16,FL,0.034453
1996-07-16,MN,0.018695
1996-07-16,TX,0.067438
1996-07-17,CA,0.063704
1996-07-17,FL,0.040993
1996-07-17,MN,0.029664
1996-07-17,TX,0.093573
1996-07-18,CA,0.050428
1996-07-18,FL,0.028444
1996-07-18,MN,0.051929
1996-07-18,TX,0.077161
1996-07-19,CA,0.032076
1996-07-19,FL,0.014356
1996-07-19,MN,0.022997
1996-07-19,TX,0.071857
1996-07-20,CA,0.023888
1996-07-20,FL,0.012477
1996-07-20,MN,0.044914
1996-07-20,TX,0.063247
1996-07-21,CA,0.023177
1996-07-21,FL,0.01551
1996-07-21,MN,0.01175
1996-07-21,TX,0.070757
1996-07-22,CA,0.030872
1996-07-22,FL,0.019478
1996-07-22,MN,0.043533
1996-07-22,TX,0.064028
1996-07-23,CA,0.04577
1996-07-23,FL,0.020333
1996-07-23,MN,0.037108
1996-07-23,TX,0.078243
1996-07-24,CA,0.043895
1996-07-24,FL,0.031994
1996-07-24,MN,0.056685
1996-07-24,TX,0.078577
1996-07-25,CA,0.030055
1996-07-25,FL,0.022551
1996-07-25,MN,0.018194
1996-07-25,TX,0.044032
1996-07-26,CA,0.036396
1996-07-26,FL,0.011575
1996-07-26,MN,0.001547
1996-07-26,TX,0.036405
1996-07-27,CA,0.028327
1996-07-27,FL,0.022595
1996-07-27,MN,0.013605
1996-07-27,TX,0.049991
1996-07-28,CA,0.024375
1996-07-28,FL,0.032217
1996-07-28,MN,0.00719
1996-07-28,TX,0.030208
1996-07-29,CA,0.026257
1996-07-29,FL,0.027986
1996-07-29,MN,0.006122
1996-07-29,TX,0.040492
1996-07-30,CA,0.029736
1996-07-30,FL,0.023035
1996-07-30,MN,0.013685
1996-07-30,TX,0.053362
1996-07-31,CA,0.030386
1996-07-31,FL,0.015291
1996-07-31,MN,0.009734
1996-07-31,TX,0.050543
1996-08-01,CA,0.048509
1996-08-01,FL,0.015938
1996-08-01,MN,0.001375
1996-08-01,TX,0.040986
1996-08-02,CA,0.046154
1996-08-02,FL,0.014457
1996-08-02,MN,0.017152
1996-08-02,TX,0.052586
1996-08-03,CA,0.064854
1996-08-03,FL,0.011417
1996-08-03,MN,0.077319
1996-08-03,TX,0.093727
1996-08-04,CA,0.044095
1996-08-04,FL,0.012651
1996-08-04,MN,0.082842
1996-08-04,TX,0.138488
1996-08-05,CA,0.063593
1996-08-05,FL,0.026091
1996-08-05,MN,0.02546
1996-08-05,TX,0.122946
1996-08-06,CA,0.049427
1996-08-06,FL,0.023708
1996-08-06,MN,0.039307
1996-08-06,TX,0.089804
1996-08-07,CA,0.027554
1996-08-07,FL,0.017377
1996-08-07,MN,0.051769
1996-08-07,TX,0.056046
1996-08-08,CA,0.021615
1996-08-08,FL,0.012305
1996-08-08,MN,0.027893
1996-08-08,TX,0.047952
1996-08-09,CA,0.016962
1996-08-09,FL,0.012639
1996-08-09,MN,0.001567
1996-08-09,TX,0.030003
1996-08-10,CA,0.020136
1996-08-10,FL,0.012294
1996-08-10,MN,0.009562
1996-08-10,TX,0.026759
1996-08-11,CA,0.023643
1996-08-11,FL,0.018537
1996-08-11,MN,0.022484
1996-08-11,TX,0.040026
1996-08-12,CA,0.021905
1996-08-12,FL,0.031046
1996-08-12,MN,0.011098
1996-08-12,TX,0.036619
1996-08-13,CA,0.021935
1996-08-13,FL,0.01656
1996-08-13,MN,0.031508
1996-08-13,TX,0.027808
1996-08-14,CA,0.02489
1996-08-14,FL,0.008801
1996-08-14,MN,0.042166
1996-08-14,TX,0.029254
1996-08-15,CA,0.034729
1996-08-15,FL,0.010684
1996-08-15,MN,0.005199
1996-08-15,TX,0.026719
1996-08-16,CA,0.032657
1996-08-16,FL,0.010145
1996-08-16,MN,0.006545
1996-08-16,TX,0.034329
1996-08-17,CA,0.046679
1996-08-17,FL,0.011555
1996-08-17,MN,0.013158
1996-08-17,TX,0.039426
1996-08-18,CA,0.041835
1996-08-18,FL,0.018986
1996-08-18,MN,0.038269
1996-08-18,TX,0.063182
1996-08-19,CA,0.047388
1996-08-19,FL,0.038827
1996-08-19,MN,0.032152
1996-08-19,TX,0.069057
1996-08-20,CA,0.036271
1996-08-20,FL,0.056976
1996-08-20,MN,0.00729
1996-08-20,TX,0.039929
1996-08-21,CA,0.022435
1996-08-21,FL,0.065689
1996-08-21,MN,0.054458
1996-08-21,TX,0.037594
1996-08-22,CA,0.017871
1996-08-22,FL,0.031184
1996-08-22,MN,0.035372
1996-08-22,TX,0.04152
1996-08-23,CA,0.022286
1996-08-23,FL,0.0194
1996-08-23,MN,0.012973
1996-08-23,TX,0.042261
1996-08-24,CA,0.025875
1996-08-24,FL,0.009547
1996-08-24,MN,0.04259
1996-08-24,TX,0.024552
1996-08-25,CA,0.0408
1996-08-25,FL,0.010928
1996-08-25,MN,0.013637
1996-08-25,TX,0.018249
1996-08-26,CA,0.057542
1996-08-26,FL,0.00992
1996-08-26,MN,0.014471
1996-08-26,TX,0.024418
1996-08-27,CA,0.043273
1996-08-27,FL,0.00809
1996-08-27,MN,0.010415
1996-08-27,TX,0.025531
1996-08-28,CA,0.021854
1996-08-28,FL,0.008768
1996-08-28,MN,0.00343
1996-08-28,TX,0.022555
1996-08-29,CA,0.014309
1996-08-29,FL,0.00869
1996-08-29,MN,0.00237
1996-08-29,TX,0.026586
1996-08-30,CA,0.022059
1996-08-30,FL,0.014089
1996-08-30,MN,0.003483
1996-08-30,TX,0.018017
1996-08-31,CA,0.030891
1996-08-31,FL,0.01284
1996-08-31,MN,0.015158
1996-08-31,TX,0.019749
1996-09-01,CA,0.035886
1996-09-01,FL,0.007994
1996-09-01,MN,0.054217
1996-09-01,TX,0.015959
1996-09-02,CA,0.041021
1996-09-02,FL,0.010495
1996-09-02,MN,0.036689
1996-09-02,TX,0.021082
1996-09-03,CA,0.038906
1996-09-03,FL,0.014718
1996-09-03,MN,0.00507
1996-09-03,TX,0.021819
1996-09-04,CA,0.056067
1996-09-04,FL,0.036633
1996-09-04,MN,0.006271
1996-09-04,TX,0.019803
1996-09-05,CA,0.044954
1996-09-05,FL,0.021872
1996-09-05,MN,0.106277
1996-09-05,TX,0.012877
1996-09-06,CA,0.021049
1996-09-06,FL,0.009669
1996-09-06,MN,0.061344
1996-09-06,TX,0.014302
1996-09-07,CA,0.016632
1996-09-07,FL,0.008361
1996-09-07,MN,0.004404
1996-09-07,TX,0.013486
1996-09-08,CA,0.016244
1996-09-08,FL,0.012393
1996-09-08,MN,0.004103
1996-09-08,TX,0.018836
1996-09-09,CA,0.019241
1996-09-09,FL,0.014839
1996-09-09,MN,0.00828
1996-09-09,TX,0.013793
1996-09-10,CA,0.024251
1996-09-10,FL,0.015035
1996-09-10,MN,0.022614
1996-09-10,TX,0.01294
1996-09-11,CA,0.040918
1996-09-11,FL,0.011013
1996-09-11,MN,0.040649
1996-09-11,TX,0.0109
1996-09-12,CA,0.051236
1996-09-12,FL,0.006472
1996-09-12,MN,0.017806
1996-09-12,TX,0.011926
1996-09-13,CA,0.063875
1996-09-13,FL,0.005898
1996-09-13,MN,0.011211
1996-09-13,TX,0.010744
1996-09-14,CA,0.052099
1996-09-14,FL,0.004335
1996-09-14,MN,0.004819
1996-09-14,TX,0.0217
1996-09-15,CA,0.061035
1996-09-15,FL,0.019557
1996-09-15,MN,0.001271
1996-09-15,TX,0.094054
1996-09-16,CA,0.08037
1996-09-16,FL,0.04177
1996-09-16,MN,0.011074
1996-09-16,TX,0.036946
1996-09-17,CA,0.032266
1996-09-17,FL,0.022752
1996-09-17,MN,0.014949
1996-09-17,TX,0.031343
1996-09-18,CA,0.033735
1996-09-18,FL,0.010301
1996-09-18,MN,0.01726
1996-09-18,TX,0.056426
1996-09-19,CA,0.017351
1996-09-19,FL,0.0134
1996-09-19,MN,0.043988
1996-09-19,TX,0.041753
1996-09-20,CA,0.015524
1996-09-20,FL,0.01252
1996-09-20,MN,0.073574
1996-09-20,TX,0.038382
1996-09-21,CA,0.023478
1996-09-21,FL,0.014302
1996-09-21,MN,0.020012
1996-09-21,TX,0.018458
1996-09-22,CA,0.037421
1996-09-22,FL,0.024035
1996-09-22,MN,0.011203
1996-09-22,TX,0.038349
1996-09-23,CA,0.021666
1996-09-23,FL,0.005943
1996-09-23,MN,0.012582
1996-09-23,TX,0.068972
1996-09-24,CA,0.022813
1996-09-24,FL,0.010743
1996-09-24,MN,0.009291
1996-09-24,TX,0.044618
1996-09-25,CA,0.018839
1996-09-25,FL,0.015191
1996-09-25,MN,0.011847
1996-09-25,TX,0.036148
1996-09-26,CA,0.032538
1996-09-26,FL,0.060595
1996-09-26,MN,0.055143
1996-09-26,TX,0.137141
1996-09-27,CA,0.028835
1996-09-27,FL,0.050761
1996-09-27,MN,0.052927
1996-09-27,TX,0.095468
1996-09-28,CA,0.013042
1996-09-28,FL,0.030059
1996-09-28,MN,0.062524
1996-09-28,TX,0.069629
1996-09-29,CA,0.011755
1996-09-29,FL,0.028936
1996-09-29,MN,0.012071
1996-09-29,TX,0.013648
1996-09-30,CA,0.026789
1996-09-30,FL,0.032495
1996-09-30,MN,0.015401
1996-09-30,TX,0.017993
1996-10-01,CA,0.029625
1996-10-01,FL,0.042277
1996-10-01,MN,0.066662
1996-10-01,TX,0.013881
1996-10-02,CA,0.022232
1996-10-02,FL,0.025392
1996-10-02,MN,0.149861
1996-10-02,TX,0.022302
1996-10-03,CA,0.016597
1996-10-03,FL,0.011772
1996-10-03,MN,0.011634
1996-10-03,TX,0.061602
1996-10-04,CA,0.014478
1996-10-04,FL,0.072498
1996-10-04,MN,0.052614
1996-10-04,TX,0.063828
1996-10-05,CA,0.011871
1996-10-05,FL,0.149763
1996-10-05,MN,0.093763
1996-10-05,TX,0.074099
1996-10-06,CA,0.00914
1996-10-06,FL,0.088007
1996-10-06,MN,0.089717
1996-10-06,TX,0.06084
1996-10-07,CA,0.011521
1996-10-07,FL,0.117222
1996-10-07,MN,0.006497
1996-10-07,TX,0.014845
1996-10-08,CA,0.007533
1996-10-08,FL,0.177041
1996-10-08,MN,0.005344
1996-10-08,TX,0.03419
1996-10-09,CA,0.018117
1996-10-09,FL,0.009207
1996-10-09,MN,0.061692
1996-10-09,TX,0.007682
1996-10-10,CA,0.029552
1996-10-10,FL,0.011886
1996-10-10,MN,0.013892
1996-10-10,TX,0.016429
1996-10-11,CA,0.017018
1996-10-11,FL,0.043372
1996-10-11,MN,0.116635
1996-10-11,TX,0.040591
1996-10-12,CA,0.023065
1996-10-12,FL,0.117771
1996-10-12,MN,0.00354
1996-10-12,TX,0.052622
1996-10-13,CA,0.030699
1996-10-13,FL,0.110104
1996-10-13,MN,0.009994
1996-10-13,TX,0.037884
1996-10-14,CA,0.02651
1996-10-14,FL,0.047447
1996-10-14,MN,0.151771
1996-10-14,TX,0.033715
1996-10-15,CA,0.026378
1996-10-15,FL,0.041825
1996-10-15,MN,0.054761
1996-10-15,TX,0.033903
1996-10-16,CA,0.057652
1996-10-16,FL,0.024837
1996-10-16,MN,0.009069
1996-10-16,TX,0.048056
1996-10-17,CA,0.025625
1996-10-17,FL,0.01079
1996-10-17,MN,0.275517
1996-10-17,TX,0.0762
1996-10-18,CA,0.03428
1996-10-18,FL,0.028377
1996-10-18,MN,0.249802
1996-10-18,TX,0.091885
1996-10-19,CA,0.099349
1996-10-19,FL,0.06523
1996-10-19,MN,0.105414
1996-10-19,TX,0.073887
1996-10-20,CA,0.071723
1996-10-20,FL,0.004828
1996-10-20,MN,0.112891
1996-10-20,TX,0.110471
1996-10-21,CA,0.096018
1996-10-21,FL,0.004137
1996-10-21,MN,0.057022
1996-10-21,TX,0.116144
1996-10-22,CA,0.026484
1996-10-22,FL,0.019927
1996-10-22,MN,0.033163
1996-10-22,TX,0.217325
1996-10-23,CA,0.025117
1996-10-23,FL,0.022046
1996-10-23,MN,0.097541
1996-10-23,TX,0.018455
1996-10-24,CA,0.044244
1996-10-24,FL,0.00395
1996-10-24,MN,0.02041
1996-10-24,TX,0.032119
1996-10-25,CA,0.160323
1996-10-25,FL,0.020194
1996-10-25,MN,0.037868
1996-10-25,TX,0.065193
1996-10-26,CA,0.16637
1996-10-26,FL,0.027291
1996-10-26,MN,0.101704
1996-10-26,TX,0.080018
1996-10-27,CA,0.098825
1996-10-27,FL,0.034627
1996-10-27,MN,0.172506
1996-10-27,TX,0.10109
1996-10-28,CA,0.03059
1996-10-28,FL,0.013466
1996-10-28,MN,0.019117
1996-10-28,TX,0.053295
1996-10-29,CA,0.07854
1996-10-29,FL,0.006008
1996-10-29,MN,0.072856
1996-10-29,TX,0.091006
1996-10-30,CA,0.034761
1996-10-30,FL,0.008207
1996-10-30,MN,0.544321
1996-10-30,TX,0.014753
1996-10-31,CA,0.011483
1996-10-31,FL,0.003699
1996-10-31,MN,0.206705
1996-10-31,TX,0.058706
1996-11-01,CA,0.027629
1996-11-01,FL,0.006931
1996-11-01,MN,0.071244
1996-11-01,TX,0.082442
1996-11-02,CA,0.027705
1996-11-02,FL,0.036763
1996-11-02,MN,0.026261
1996-11-02,TX,0.073959
1996-11-03,CA,0.021583
1996-11-03,FL,0.059247
1996-11-03,MN,0.021133
1996-11-03,TX,0.04218
1996-11-04,CA,0.014314
1996-11-04,FL,0.075901
1996-11-04,MN,0.025071
1996-11-04,TX,0.079588
1996-11-05,CA,0.040882
1996-11-05,FL,0.029481
1996-11-05,MN,0.005876
1996-11-05,TX,0.045662
1996-11-06,CA,0.036881
1996-11-06,FL,0.015758
1996-11-06,MN,0.072954
1996-11-06,TX,0.115578
1996-11-07,CA,0.019529
1996-11-07,FL,0.034177
1996-11-07,MN,0.063693
1996-11-07,TX,0.134428
1996-11-08,CA,0.034827
1996-11-08,FL,0.073424
1996-11-08,MN,0.098388
1996-11-08,TX,0.070757
1996-11-09,CA,0.025252
1996-11-09,FL,0.059406
1996-11-09,MN,0.106914
1996-11-09,TX,0.018729
1996-11-10,CA,0.007761
1996-11-10,FL,0.032347
1996-11-10,MN,0.107224
1996-11-10,TX,0.014822
1996-11-11,CA,0.004136
1996-11-11,FL,0.036958
1996-11-11,MN,0.029384
1996-11-11,TX,0.028152
1996-11-12,CA,0.002694
1996-11-12,FL,0.060956
1996-11-12,MN,0.003372
1996-11-12,TX,0.032503
1996-11-13,CA,0.008621
1996-11-13,FL,0.104554
1996-11-13,MN,0.002708
1996-11-13,TX,0.038177
1996-11-14,CA,0.035866
1996-11-14,FL,0.09926
1996-11-14,MN,0.051689
1996-11-14,TX,0.069531
1996-11-15,CA,0.075221
1996-11-15,FL,0.255316
1996-11-15,MN,0.183813
1996-11-15,TX,0.172111
1996-11-16,CA,0.035745
1996-11-16,FL,0.25354
1996-11-16,MN,0.058879
1996-11-16,TX,0.258153
1996-11-17,CA,0.072347
1996-11-17,FL,0.115314
1996-11-17,MN,0.280405
1996-11-17,TX,0.070101
1996-11-18,CA,0.066953
1996-11-18,FL,0.027442
1996-11-18,MN,0.049376
1996-11-18,TX,0.020515
1996-11-19,CA,0.098504
1996-11-19,FL,0.004292
1996-11-19,MN,0.003977
1996-11-19,TX,0.02771
1996-11-20,CA,0.03063
1996-11-20,FL,0.00299
1996-11-20,MN,0.031487
1996-11-20,TX,0.038941
1996-11-21,CA,0.01433
1996-11-21,FL,0.01076
1996-11-21,MN,0.012487
1996-11-21,TX,0.046883
1996-11-22,CA,0.061994
1996-11-22,FL,0.044696
1996-11-22,MN,0.002811
1996-11-22,TX,0.042376
1996-11-23,CA,0.026674
1996-11-23,FL,0.025106
1996-11-23,MN,0.023894
1996-11-23,TX,0.069757
1996-11-24,CA,0.004499
1996-11-24,FL,0.024456
1996-11-24,MN,0.020378
1996-11-24,TX,0.29325
1996-11-25,CA,0.009774
1996-11-25,FL,0.061698
1996-11-25,MN,0.011971
1996-11-25,TX,0.149927
1996-11-26,CA,0.05827
1996-11-26,FL,0.04613
1996-11-26,MN,0.007837
1996-11-26,TX,0.030559
1996-11-27,CA,0.073542
1996-11-27,FL,0.075107
1996-11-27,MN,0.013363
1996-11-27,TX,0.043572
1996-11-28,CA,0.036375
1996-11-28,FL,0.071787
1996-11-28,MN,0.040022
1996-11-28,TX,0.029428
