date,region,capacity_factor
1995-08-21,CA,0.025952
1995-08-21,FL,0.00898
1995-08-21,MN,0.003157
1995-08-21,TX,0.014835
1995-08-22,CA,0.021061
1995-08-22,FL,0.013367
1995-08-22,MN,0.034285
1995-08-22,TX,0.025852
1995-08-23,CA,0.038792
1995-08-23,FL,0.038632
1995-08-23,MN,0.011329
1995-08-23,TX,0.024223
1995-08-24,CA,0.044196
1995-08-24,FL,0.092865
1995-08-24,MN,0.055588
1995-08-24,TX,0.015103
1995-08-25,CA,0.044063
1995-08-25,FL,0.080697
1995-08-25,MN,0.029481
1995-08-25,TX,0.011046
1995-08-26,CA,0.03366
1995-08-26,FL,0.042414
1995-08-26,MN,0.010887
1995-08-26,TX,0.01336
1995-08-27,CA,0.028716
1995-08-27,FL,0.024237
1995-08-27,MN,0.007583
1995-08-27,TX,0.009887
1995-08-28,CA,0.040709
1995-08-28,FL,0.018966
1995-08-28,MN,0.010339
1995-08-28,TX,0.011376
1995-08-29,CA,0.03837
1995-08-29,FL,0.029356
1995-08-29,MN,0.026843
1995-08-29,TX,0.011681
1995-08-30,CA,0.021418
1995-08-30,FL,0.030284
1995-08-30,MN,0.064852
1995-08-30,TX,0.01586
1995-08-31,CA,0.023261
1995-08-31,FL,0.018687
1995-08-31,MN,0.02754
1995-08-31,TX,0.020815
1995-09-01,CA,0.035408
1995-09-01,FL,0.012897
1995-09-01,MN,0.021728
1995-09-01,TX,0.017333
1995-09-02,CA,0.033515
1995-09-02,FL,0.022891
1995-09-02,MN,0.010318
1995-09-02,TX,0.010995
1995-09-03,CA,0.041178
1995-09-03,FL,0.01459
1995-09-03,MN,0.002316
1995-09-03,TX,0.012295
1995-09-04,CA,0.038394
1995-09-04,FL,0.016799
1995-09-04,MN,0.005272
1995-09-04,TX,0.016803
1995-09-05,CA,0.036252
1995-09-05,FL,0.01832
1995-09-05,MN,0.013636
1995-09-05,TX,0.028054
1995-09-06,CA,0.021707
1995-09-06,FL,0.019764
1995-09-06,MN,0.0805
1995-09-06,TX,0.025482
1995-09-07,CA,0.023307
1995-09-07,FL,0.011199
1995-09-07,MN,0.106302
1995-09-07,TX,0.041334
1995-09-08,CA,0.031213
1995-09-08,FL,0.009326
1995-09-08,MN,0.001779
1995-09-08,TX,0.04085
1995-09-09,CA,0.033553
1995-09-09,FL,0.010734
1995-09-09,MN,0.002686
1995-09-09,TX,0.023516
1995-09-10,CA,0.023602
1995-09-10,FL,0.00943
1995-09-10,MN,0.013284
1995-09-10,TX,0.021786
1995-09-11,CA,0.015737
1995-09-11,FL,0.008738
1995-09-11,MN,0.037448
1995-09-11,TX,0.017976
1995-09-12,CA,0.023919
1995-09-12,FL,0.012732
1995-09-12,MN,0.025529
1995-09-12,TX,0.029019
1995-09-13,CA,0.030882
1995-09-13,FL,0.016392
1995-09-13,MN,0.055424
1995-09-13,TX,0.028424
1995-09-14,CA,0.027366
1995-09-14,FL,0.014121
1995-09-14,MN,0.013817
1995-09-14,TX,0.01588
1995-09-15,CA,0.025895
1995-09-15,FL,0.012822
1995-09-15,MN,0.06737
1995-09-15,TX,0.031451
1995-09-16,CA,0.031626
1995-09-16,FL,0.00786
1995-09-16,MN,0.107245
1995-09-16,TX,0.027465
1995-09-17,CA,0.026202
1995-09-17,FL,0.00824
1995-09-17,MN,0.005074
1995-09-17,TX,0.024821
1995-09-18,CA,0.015698
1995-09-18,FL,0.010889
1995-09-18,MN,0.008564
1995-09-18,TX,0.023273
1995-09-19,CA,0.009405
1995-09-19,FL,0.011603
1995-09-19,MN,0.039446
1995-09-19,TX,0.040412
1995-09-20,CA,0.018104
1995-09-20,FL,0.008143
1995-09-20,MN,0.00927
1995-09-20,TX,0.035995
1995-09-21,CA,0.024067
1995-09-21,FL,0.00601
1995-09-21,MN,0.01733
1995-09-21,TX,0.092185
1995-09-22,CA,0.020664
1995-09-22,FL,0.008652
1995-09-22,MN,0.017368
1995-09-22,TX,0.216837
1995-09-23,CA,0.029022
1995-09-23,FL,0.021015
1995-09-23,MN,0.041285
1995-09-23,TX,0.033109
1995-09-24,CA,0.030153
1995-09-24,FL,0.0142
1995-09-24,MN,0.010981
1995-09-24,TX,0.017951
1995-09-25,CA,0.046389
1995-09-25,FL,0.010228
1995-09-25,MN,0.011637
1995-09-25,TX,0.025791
1995-09-26,CA,0.038562
1995-09-26,FL,0.016925
1995-09-26,MN,0.003181
1995-09-26,TX,0.014613
1995-09-27,CA,0.03411
1995-09-27,FL,0.01908
1995-09-27,MN,0.001885
1995-09-27,TX,0.018815
1995-09-28,CA,0.062579
1995-09-28,FL,0.022294
1995-09-28,MN,0.045822
1995-09-28,TX,0.037243
1995-09-29,CA,0.066049
1995-09-29,FL,0.01997
1995-09-29,MN,0.045537
1995-09-29,TX,0.059029
1995-09-30,CA,0.028291
1995-09-30,FL,0.024925
1995-09-30,MN,0.099084
1995-09-30,TX,0.047051
1995-10-01,CA,0.022883
1995-10-01,FL,0.017572
1995-10-01,MN,0.16682
1995-10-01,TX,0.030593
1995-10-02,CA,0.018002
1995-10-02,FL,0.034309
1995-10-02,MN,0.01333
1995-10-02,TX,0.045214
1995-10-03,CA,0.02383
1995-10-03,FL,0.054
1995-10-03,MN,0.020293
1995-10-03,TX,0.081957
1995-10-04,CA,0.094302
1995-10-04,FL,0.173707
1995-10-04,MN,0.017012
1995-10-04,TX,0.041722
1995-10-05,CA,0.042667
1995-10-05,FL,0.094534
1995-10-05,MN,0.084527
1995-10-05,TX,0.092843
1995-10-06,CA,0.012003
1995-10-06,FL,0.006959
1995-10-06,MN,0.063918
1995-10-06,TX,0.052422
1995-10-07,CA,0.015058
1995-10-07,FL,0.01472
1995-10-07,MN,0.011986
1995-10-07,TX,0.02422
1995-10-08,CA,0.017823
1995-10-08,FL,0.022764
1995-10-08,MN,0.003877
1995-10-08,TX,0.033967
1995-10-09,CA,0.015565
1995-10-09,FL,0.020647
1995-10-09,MN,0.006636
1995-10-09,TX,0.017413
1995-10-10,CA,0.010111
1995-10-10,FL,0.026963
1995-10-10,MN,0.011591
1995-10-10,TX,0.008583
1995-10-11,CA,0.022388
1995-10-11,FL,0.019004
1995-10-11,MN,0.023638
1995-10-11,TX,0.013116
1995-10-12,CA,0.048601
1995-10-12,FL,0.018637
1995-10-12,MN,0.097809
1995-10-12,TX,0.021642
1995-10-13,CA,0.036178
1995-10-13,FL,0.021193
1995-10-13,MN,0.08097
1995-10-13,TX,0.036013
1995-10-14,CA,0.018331
1995-10-14,FL,0.045578
1995-10-14,MN,0.255636
1995-10-14,TX,0.110289
1995-10-15,CA,0.03165
1995-10-15,FL,0.057183
1995-10-15,MN,0.045773
1995-10-15,TX,0.013879
1995-10-16,CA,0.038005
1995-10-16,FL,0.036029
1995-10-16,MN,0.033315
1995-10-16,TX,0.01992
1995-10-17,CA,0.016639
1995-10-17,FL,0.07405
1995-10-17,MN,0.177018
1995-10-17,TX,0.039885
1995-10-18,CA,0.01505
1995-10-18,FL,0.037179
1995-10-18,MN,0.035738
1995-10-18,TX,0.018767
1995-10-19,CA,0.012152
1995-10-19,FL,0.026093
1995-10-19,MN,0.11013
1995-10-19,TX,0.063082
1995-10-20,CA,0.009688
1995-10-20,FL,0.010294
1995-10-20,MN,0.249443
1995-10-20,TX,0.136319
1995-10-21,CA,0.042218
1995-10-21,FL,0.033385
1995-10-21,MN,0.10317
1995-10-21,TX,0.055627
1995-10-22,CA,0.115062
1995-10-22,FL,0.032655
1995-10-22,MN,0.01904
1995-10-22,TX,0.189475
1995-10-23,CA,0.025859
1995-10-23,FL,0.044246
1995-10-23,MN,0.117649
1995-10-23,TX,0.14651
1995-10-24,CA,0.00794
1995-10-24,FL,0.025764
1995-10-24,MN,0.139999
1995-10-24,TX,0.059814
1995-10-25,CA,0.014893
1995-10-25,FL,0.016816
1995-10-25,MN,0.027891
1995-10-25,TX,0.030009
1995-10-26,CA,0.015576
1995-10-26,FL,0.006464
1995-10-26,MN,0.021837
1995-10-26,TX,0.085636
1995-10-27,CA,0.010786
1995-10-27,FL,0.028694
1995-10-27,MN,0.060121
1995-10-27,TX,0.073342
1995-10-28,CA,0.006918
1995-10-28,FL,0.01999
1995-10-28,MN,0.075824
1995-10-28,TX,0.044678
1995-10-29,CA,0.00805
1995-10-29,FL,0.035969
1995-10-29,MN,0.028705
1995-10-29,TX,0.074786
1995-10-30,CA,0.013049
1995-10-30,FL,0.049769
1995-10-30,MN,0.004293
1995-10-30,TX,0.063352
1995-10-31,CA,0.022708
1995-10-31,FL,0.035836
1995-10-31,MN,0.010341
1995-10-31,TX,0.0406
1995-11-01,CA,0.017459
1995-11-01,FL,0.021179
1995-11-01,MN,0.029588
1995-11-01,TX,0.064899
1995-11-02,CA,0.010799
1995-11-02,FL,0.013172
1995-11-02,MN,0.173612
1995-11-02,TX,0.077106
1995-11-03,CA,0.009688
1995-11-03,FL,0.013648
1995-11-03,MN,0.258636
1995-11-03,TX,0.158724
1995-11-04,CA,0.007435
1995-11-04,FL,0.039365
1995-11-04,MN,0.031304
1995-11-04,TX,0.07026
1995-11-05,CA,0.01513
1995-11-05,FL,0.023796
1995-11-05,MN,0.072883
1995-11-05,TX,0.039223
1995-11-06,CA,0.021264
1995-11-06,FL,0.005213
1995-11-06,MN,0.04246
1995-11-06,TX,0.061379
1995-11-07,CA,0.010894
1995-11-07,FL,0.064475
1995-11-07,MN,0.153579
1995-11-07,TX,0.097698
1995-11-08,CA,0.007753
1995-11-08,FL,0.04543
1995-11-08,MN,0.026771
1995-11-08,TX,0.032624
1995-11-09,CA,0.034544
1995-11-09,FL,0.045374
1995-11-09,MN,0.107784
1995-11-09,TX,0.112876
1995-11-10,CA,0.044412
1995-11-10,FL,0.034371
1995-11-10,MN,0.165964
1995-11-10,TX,0.205986
1995-11-11,CA,0.007648
1995-11-11,FL,0.067798
1995-11-11,MN,0.084644
1995-11-11,TX,0.19473
1995-11-12,CA,0.008773
1995-11-12,FL,0.053683
1995-11-12,MN,0.00752
1995-11-12,TX,0.063171
1995-11-13,CA,0.008437
1995-11-13,FL,0.013329
1995-11-13,MN,0.004147
1995-11-13,TX,0.037151
1995-11-14,CA,0.005827
1995-11-14,FL,0.067861
1995-11-14,MN,0.002576
1995-11-14,TX,0.033675
1995-11-15,CA,0.013374
1995-11-15,FL,0.020609
1995-11-15,MN,0.021765
1995-11-15,TX,0.028351
1995-11-16,CA,0.008283
1995-11-16,FL,0.012607
1995-11-16,MN,0.025003
1995-11-16,TX,0.026673
1995-11-17,CA,0.010414
1995-11-17,FL,0.017742
1995-11-17,MN,0.009999
1995-11-17,TX,0.029266
1995-11-18,CA,0.014022
1995-11-18,FL,0.01717
1995-11-18,MN,0.012481
1995-11-18,TX,0.030656
1995-11-19,CA,0.007857
1995-11-19,FL,0.016146
1995-11-19,MN,0.038071
1995-11-19,TX,0.024593
1995-11-20,CA,0.005173
1995-11-20,FL,0.007544
1995-11-20,MN,0.230224
1995-11-20,TX,0.006805
1995-11-21,CA,0.019964
1995-11-21,FL,0.018797
1995-11-21,MN,0.15181
1995-11-21,TX,0.021114
1995-11-22,CA,0.005767
1995-11-22,FL,0.027964
1995-11-22,MN,0.098244
1995-11-22,TX,0.084715
1995-11-23,CA,0.00644
1995-11-23,FL,0.009779
1995-11-23,MN,0.083664
1995-11-23,TX,0.040212
1995-11-24,CA,0.0071
1995-11-24,FL,0.010361
1995-11-24,MN,0.085172
1995-11-24,TX,0.038594
1995-11-25,CA,0.011553
1995-11-25,FL,0.034146
1995-11-25,MN,0.035858
1995-11-25,TX,0.032197
1995-11-26,CA,0.060156
1995-11-26,FL,0.012087
1995-11-26,MN,0.021884
1995-11-26,TX,0.106537
1995-11-27,CA,0.079019
1995-11-27,FL,0.027402
1995-11-27,MN,0.131361
1995-11-27,TX,0.137994
1995-11-28,CA,0.022502
1995-11-28,FL,0.015247
1995-11-28,MN,0.018139
1995-11-28,TX,0.129311
1995-11-29,CA,0.004794
1995-11-29,FL,0.029528
1995-11-29,MN,0.011888
1995-11-29,TX,0.014315
1995-11-30,CA,0.010266
1995-11-30,FL,0.018114
1995-11-30,MN,0.053322
1995-11-30,TX,0.028604
1995-12-01,CA,0.016557
1995-12-01,FL,0.004961
1995-12-01,MN,0.094845
1995-12-01,TX,0.041955
1995-12-02,CA,0.013038
1995-12-02,FL,0.005238
1995-12-02,MN,0.046976
1995-12-02,TX,0.08727
1995-12-03,CA,0.009886
1995-12-03,FL,0.002907
1995-12-03,MN,0.075126
1995-12-03,TX,0.03827
1995-12-04,CA,0.030577
1995-12-04,FL,0.003417
1995-12-04,MN,0.132829
1995-12-04,TX,0.02632
1995-12-05,CA,0.018682
1995-12-05,FL,0.00485
1995-12-05,MN,0.412334
1995-12-05,TX,0.057629
1995-12-06,CA,0.012349
1995-12-06,FL,0.005121
1995-12-06,MN,0.15735
1995-12-06,TX,0.02847
1995-12-07,CA,0.037621
1995-12-07,FL,0.018296
1995-12-07,MN,0.013783
1995-12-07,TX,0.044859
1995-12-08,CA,0.015535
1995-12-08,FL,0.017768
1995-12-08,MN,0.256599
1995-12-08,TX,0.06593
1995-12-09,CA,0.005942
1995-12-09,FL,0.025439
1995-12-09,MN,0.471167
1995-12-09,TX,0.207502
1995-12-10,CA,0.022473
1995-12-10,FL,0.093987
1995-12-10,MN,0.055657
1995-12-10,TX,0.041647
1995-12-11,CA,0.067804
1995-12-11,FL,0.061756
1995-12-11,MN,0.013211
1995-12-11,TX,0.063889
1995-12-12,CA,0.226585
1995-12-12,FL,0.052454
1995-12-12,MN,0.014579
1995-12-12,TX,0.076563
1995-12-13,CA,0.048548
1995-12-13,FL,0.032023
1995-12-13,MN,0.140335
1995-12-13,TX,0.126489
1995-12-14,CA,0.044241
1995-12-14,FL,0.010755
1995-12-14,MN,0.039884
1995-12-14,TX,0.067719
1995-12-15,CA,0.044503
1995-12-15,FL,0.007415
1995-12-15,MN,0.019925
1995-12-15,TX,0.049484
1995-12-16,CA,0.067172
1995-12-16,FL,0.004787
1995-12-16,MN,0.014185
1995-12-16,TX,0.019413
1995-12-17,CA,0.032723
1995-12-17,FL,0.02276
1995-12-17,MN,0.011223
1995-12-17,TX,0.058918
1995-12-18,CA,0.00872
1995-12-18,FL,0.068342
1995-12-18,MN,0.015678
1995-12-18,TX,0.142835
1995-12-19,CA,0.004251
1995-12-19,FL,0.083396
1995-12-19,MN,0.019008
1995-12-19,TX,0.158903
1995-12-20,CA,0.007318
1995-12-20,FL,0.112987
1995-12-20,MN,0.012421
1995-12-20,TX,0.032224
1995-12-21,CA,0.007675
1995-12-21,FL,0.017445
1995-12-21,MN,0.010524
1995-12-21,TX,0.024011
1995-12-22,CA,0.01281
1995-12-22,FL,0.007987
1995-12-22,MN,0.011598
1995-12-22,TX,0.058737
1995-12-23,CA,0.035183
1995-12-23,FL,0.044441
1995-12-23,MN,0.01397
1995-12-23,TX,0.023465
1995-12-24,CA,0.034251
1995-12-24,FL,0.052919
1995-12-24,MN,0.058602
1995-12-24,TX,0.017724
1995-12-25,CA,0.041505
1995-12-25,FL,0.028945
1995-12-25,MN,0.021877
1995-12-25,TX,0.019745
1995-12-26,CA,0.021711
1995-12-26,FL,0.034024
1995-12-26,MN,0.067914
1995-12-26,TX,0.007816
1995-12-27,CA,0.007375
1995-12-27,FL,0.006468
1995-12-27,MN,0.029955
1995-12-27,TX,0.007588
1995-12-28,CA,0.020984
1995-12-28,FL,0.006954
1995-12-28,MN,0.030293
1995-12-28,TX,0.022498
1995-12-29,CA,0.026068
1995-12-29,FL,0.023294
1995-12-29,MN,0.033435
1995-12-29,TX,0.045255
1995-12-30,CA,0.03889
1995-12-30,FL,0.029734
1995-12-30,MN,0.002965
1995-12-30,TX,0.032177
1995-12-31,CA,0.045505
1995-12-31,FL,0.038119
1995-12-31,MN,0.004858
1995-12-31,TX,0.041862
1996-01-01,CA,0.066829
1996-01-01,FL,0.046489
1996-01-01,MN,0.015525
1996-01-01,TX,0.129298
1996-01-02,CA,0.042647
1996-01-02,FL,0.075268
1996-01-02,MN,0.030909
1996-01-02,TX,0.22342
1996-01-03,CA,0.016604
1996-01-03,FL,0.057529
1996-01-03,MN,0.006809
1996-01-03,TX,0.064858
1996-01-04,CA,0.026775
1996-01-04,FL,0.025262
1996-01-04,MN,0.017256
1996-01-04,TX,0.085403
1996-01-05,CA,0.016849
1996-01-05,FL,0.008675
1996-01-05,MN,0.008049
1996-01-05,TX,0.058587
1996-01-06,CA,0.009532
1996-01-06,FL,0.017298
1996-01-06,MN,0.003653
1996-01-06,TX,0.165907
1996-01-07,CA,0.014847
1996-01-07,FL,0.151612
1996-01-07,MN,0.02169
1996-01-07,TX,0.087653
1996-01-08,CA,0.004073
1996-01-08,FL,0.234632
1996-01-08,MN,0.050996
1996-01-08,TX,0.035637
1996-01-09,CA,0.005929
1996-01-09,FL,0.025789
1996-01-09,MN,0.079331
1996-01-09,TX,0.032527
1996-01-10,CA,0.036706
1996-01-10,FL,0.020953
1996-01-10,MN,0.03364
1996-01-10,TX,0.038207
1996-01-11,CA,0.038639
1996-01-11,FL,0.005618
1996-01-11,MN,0.032992
1996-01-11,TX,0.130961
1996-01-12,CA,0.020364
1996-01-12,FL,0.06642
1996-01-12,MN,0.02857
1996-01-12,TX,0.018428
1996-01-13,CA,0.007721
1996-01-13,FL,0.060139
1996-01-13,MN,0.012466
1996-01-13,TX,0.027051
1996-01-14,CA,0.006672
1996-01-14,FL,0.005131
1996-01-14,MN,0.118497
1996-01-14,TX,0.075275
1996-01-15,CA,0.026944
1996-01-15,FL,0.004963
1996-01-15,MN,0.044004
1996-01-15,TX,0.023559
1996-01-16,CA,0.115409
1996-01-16,FL,0.021663
1996-01-16,MN,0.05836
1996-01-16,TX,0.078091
1996-01-17,CA,0.146089
1996-01-17,FL,0.03151
1996-01-17,MN,0.079339
1996-01-17,TX,0.304139
1996-01-18,CA,0.05825
1996-01-18,FL,0.047632
1996-01-18,MN,0.521855
1996-01-18,TX,0.440312
1996-01-19,CA,0.082533
1996-01-19,FL,0.071197
1996-01-19,MN,0.190347
1996-01-19,TX,0.102328
1996-01-20,CA,0.05489
1996-01-20,FL,0.021578
1996-01-20,MN,0.004629
1996-01-20,TX,0.077049
1996-01-21,CA,0.047558
1996-01-21,FL,0.019507
1996-01-21,MN,0.027376
1996-01-21,TX,0.030255
1996-01-22,CA,0.087511
1996-01-22,FL,0.04269
1996-01-22,MN,0.067203
1996-01-22,TX,0.099044
1996-01-23,CA,0.051358
1996-01-23,FL,0.020024
1996-01-23,MN,0.009241
1996-01-23,TX,0.156544
1996-01-24,CA,0.073614
1996-01-24,FL,0.053765
1996-01-24,MN,0.015449
1996-01-24,TX,0.047827
1996-01-25,CA,0.106941
1996-01-25,FL,0.05852
1996-01-25,MN,0.01916
1996-01-25,TX,0.13132
1996-01-26,CA,0.028563
1996-01-26,FL,0.067658
1996-01-26,MN,0.05373
1996-01-26,TX,0.154953
1996-01-27,CA,0.07943
1996-01-27,FL,0.063085
1996-01-27,MN,0.122927
1996-01-27,TX,0.080912
1996-01-28,CA,0.035484
1996-01-28,FL,0.073035
1996-01-28,MN,0.071968
1996-01-28,TX,0.122778
1996-01-29,CA,0.010362
1996-01-29,FL,0.016528
1996-01-29,MN,0.284679
1996-01-29,TX,0.049229
1996-01-30,CA,0.016656
1996-01-30,FL,0.005309
1996-01-30,MN,0.040132
1996-01-30,TX,0.069494
1996-01-31,CA,0.052137
1996-01-31,FL,0.01716
1996-01-31,MN,0.023505
1996-01-31,TX,0.112662
1996-02-01,CA,0.022278
1996-02-01,FL,0.004646
1996-02-01,MN,0.024748
1996-02-01,TX,0.055131
1996-02-02,CA,0.023178
1996-02-02,FL,0.076773
1996-02-02,MN,0.02973
1996-02-02,TX,0.119412
1996-02-03,CA,0.018229
1996-02-03,FL,0.086633
1996-02-03,MN,0.008882
1996-02-03,TX,0.070048
1996-02-04,CA,0.07347
1996-02-04,FL,0.147381
1996-02-04,MN,0.035809
1996-02-04,TX,0.035905
1996-02-05,CA,0.047305
1996-02-05,FL,0.096778
1996-02-05,MN,0.024398
1996-02-05,TX,0.087795
1996-02-06,CA,0.02081
1996-02-06,FL,0.047143
1996-02-06,MN,0.11832
1996-02-06,TX,0.029756
1996-02-07,CA,0.021878
1996-02-07,FL,0.040883
1996-02-07,MN,0.055272
1996-02-07,TX,0.095876
1996-02-08,CA,0.01276
1996-02-08,FL,0.012224
1996-02-08,MN,0.038748
1996-02-08,TX,0.101197
1996-02-09,CA,0.013496
1996-02-09,FL,0.018787
1996-02-09,MN,0.018797
1996-02-09,TX,0.031306
1996-02-10,CA,0.010642
1996-02-10,FL,0.007171
1996-02-10,MN,0.302428
1996-02-10,TX,0.067599
1996-02-11,CA,0.011396
1996-02-11,FL,0.030842
1996-02-11,MN,0.360431
1996-02-11,TX,0.193127
1996-02-12,CA,0.025368
1996-02-12,FL,0.076629
1996-02-12,MN,0.037822
1996-02-12,TX,0.037196
1996-02-13,CA,0.016897
1996-02-13,FL,0.03376
1996-02-13,MN,0.1015
1996-02-13,TX,0.035464
1996-02-14,CA,0.004586
1996-02-14,FL,0.04188
1996-02-14,MN,0.073411
1996-02-14,TX,0.063788
1996-02-15,CA,0.006275
1996-02-15,FL,0.036144
1996-02-15,MN,0.169778
1996-02-15,TX,0.108768
1996-02-16,CA,0.021693
1996-02-16,FL,0.15174
1996-02-16,MN,0.054885
1996-02-16,TX,0.10508
1996-02-17,CA,0.039113
1996-02-17,FL,0.094263
1996-02-17,MN,0.115048
1996-02-17,TX,0.044121
1996-02-18,CA,0.049083
1996-02-18,FL,0.014421
1996-02-18,MN,0.02094
1996-02-18,TX,0.099546
1996-02-19,CA,0.090965
1996-02-19,FL,0.031217
1996-02-19,MN,0.05837
1996-02-19,TX,0.119774
1996-02-20,CA,0.098293
1996-02-20,FL,0.04015
1996-02-20,MN,0.058153
1996-02-20,TX,0.059446
1996-02-21,CA,0.091386
1996-02-21,FL,0.004736
1996-02-21,MN,0.023531
1996-02-21,TX,0.060091
1996-02-22,CA,0.064025
1996-02-22,FL,0.007382
1996-02-22,MN,0.068268
1996-02-22,TX,0.077188
1996-02-23,CA,0.043648
1996-02-23,FL,0.012362
1996-02-23,MN,0.115527
1996-02-23,TX,0.119229
1996-02-24,CA,0.050587
1996-02-24,FL,0.013744
1996-02-24,MN,0.049285
1996-02-24,TX,0.064577
1996-02-25,CA,0.039906
1996-02-25,FL,0.006788
1996-02-25,MN,0.062121
1996-02-25,TX,0.097017
1996-02-26,CA,0.061104
1996-02-26,FL,0.008489
1996-02-26,MN,0.100236
1996-02-26,TX,0.154853
1996-02-27,CA,0.049036
1996-02-27,FL,0.012657
1996-02-27,MN,0.140109
1996-02-27,TX,0.085366
1996-02-28,CA,0.061032
1996-02-28,FL,0.021918
1996-02-28,MN,0.23659
1996-02-28,TX,0.193687
1996-02-29,CA,0.045655
1996-02-29,FL,0.02923
1996-02-29,MN,0.059651
1996-02-29,TX,0.114873
1996-03-01,CA,0.020552
1996-03-01,FL,0.030381
1996-03-01,MN,0.038431
1996-03-01,TX,0.025142
1996-03-02,CA,0.013504
1996-03-02,FL,0.026677
1996-03-02,MN,0.265573
1996-03-02,TX,0.024375
1996-03-03,CA,0.006818
1996-03-03,FL,0.053226
1996-03-03,MN,0.039869
1996-03-03,TX,0.061354
1996-03-04,CA,0.082096
1996-03-04,FL,0.125834
1996-03-04,MN,0.02283
1996-03-04,TX,0.14187
1996-03-05,CA,0.116533
1996-03-05,FL,0.104664
1996-03-05,MN,0.034547
1996-03-05,TX,0.166167
1996-03-06,CA,0.044016
1996-03-06,FL,0.073653
1996-03-06,MN,0.086666
1996-03-06,TX,0.164268
1996-03-07,CA,0.013553
1996-03-07,FL,0.094486
1996-03-07,MN,0.067856
1996-03-07,TX,0.393928
1996-03-08,CA,0.016905
1996-03-08,FL,0.13446
1996-03-08,MN,0.102212
1996-03-08,TX,0.104382
1996-03-09,CA,0.010581
1996-03-09,FL,0.101758
1996-03-09,MN,0.02051
1996-03-09,TX,0.027881
1996-03-10,CA,0.024112
1996-03-10,FL,0.08734
1996-03-10,MN,0.075598
1996-03-10,TX,0.031325
1996-03-11,CA,0.051461
1996-03-11,FL,0.179592
1996-03-11,MN,0.111085
1996-03-11,TX,0.087732
1996-03-12,CA,0.091854
1996-03-12,FL,0.094288
1996-03-12,MN,0.037983
1996-03-12,TX,0.146885
1996-03-13,CA,0.07257
1996-03-13,FL,0.011521
1996-03-13,MN,0.010985
1996-03-13,TX,0.14735
1996-03-14,CA,0.020273
1996-03-14,FL,0.007518
1996-03-14,MN,0.065495
1996-03-14,TX,0.163546
1996-03-15,CA,0.02067
1996-03-15,FL,0.021484
1996-03-15,MN,0.045635
1996-03-15,TX,0.04774
1996-03-16,CA,0.039878
1996-03-16,FL,0.024146
1996-03-16,MN,0.0392
1996-03-16,TX,0.031064
1996-03-17,CA,0.020138
1996-03-17,FL,0.046808
1996-03-17,MN,0.036241
1996-03-17,TX,0.03594
1996-03-18,CA,0.01355
1996-03-18,FL,0.113265
1996-03-18,MN,0.052039
1996-03-18,TX,0.264422
1996-03-19,CA,0.016083
1996-03-19,FL,0.240106
1996-03-19,MN,0.153913
1996-03-19,TX,0.118228
1996-03-20,CA,0.013442
1996-03-20,FL,0.149566
1996-03-20,MN,0.120562
1996-03-20,TX,0.090769
1996-03-21,CA,0.022121
1996-03-21,FL,0.130968
1996-03-21,MN,0.018874
1996-03-21,TX,0.032804
1996-03-22,CA,0.100086
1996-03-22,FL,0.026679
1996-03-22,MN,0.006696
1996-03-22,TX,0.09678
1996-03-23,CA,0.125847
1996-03-23,FL,0.013445
1996-03-23,MN,0.029892
1996-03-23,TX,0.239246
1996-03-24,CA,0.045803
1996-03-24,FL,0.053392
1996-03-24,MN,0.135998
1996-03-24,TX,0.266303
1996-03-25,CA,0.077036
1996-03-25,FL,0.080031
1996-03-25,MN,0.452249
1996-03-25,TX,0.198901
1996-03-26,CA,0.067039
1996-03-26,FL,0.038181
1996-03-26,MN,0.072951
1996-03-26,TX,0.158735
1996-03-27,CA,0.042331
1996-03-27,FL,0.067402
1996-03-27,MN,0.065153
1996-03-27,TX,0.054021
1996-03-28,CA,0.084443
1996-03-28,FL,0.062339
1996-03-28,MN,0.003898
1996-03-28,TX,0.019177
1996-03-29,CA,0.063519
1996-03-29,FL,0.015157
1996-03-29,MN,0.037809
1996-03-29,TX,0.079178
1996-03-30,CA,0.017593
1996-03-30,FL,0.034969
1996-03-30,MN,0.100587
1996-03-30,TX,0.146769
1996-03-31,CA,0.023364
1996-03-31,FL,0.033925
1996-03-31,MN,0.053577
1996-03-31,TX,0.114629
1996-04-01,CA,0.074331
1996-04-01,FL,0.081003
1996-04-01,MN,0.028264
1996-04-01,TX,0.056133
1996-04-02,CA,0.055512
1996-04-02,FL,0.090714
1996-04-02,MN,0.081009
1996-04-02,TX,0.106197
1996-04-03,CA,0.049064
1996-04-03,FL,0.030206
1996-04-03,MN,0.1129
1996-04-03,TX,0.146393
1996-04-04,CA,0.062782
1996-04-04,FL,0.017837
1996-04-04,MN,0.09347
1996-04-04,TX,0.108655
1996-04-05,CA,0.070796
1996-04-05,FL,0.008643
1996-04-05,MN,0.014157
1996-04-05,TX,0.164444
1996-04-06,CA,0.024272
1996-04-06,FL,0.017387
1996-04-06,MN,0.00708
1996-04-06,TX,0.11905
1996-04-07,CA,0.01804
1996-04-07,FL,0.022044
1996-04-07,MN,0.004483
1996-04-07,TX,0.023008
1996-04-08,CA,0.039069
1996-04-08,FL,0.011673
1996-04-08,MN,0.005948
1996-04-08,TX,0.016233
1996-04-09,CA,0.046988
1996-04-09,FL,0.02348
1996-04-09,MN,0.005518
1996-04-09,TX,0.020463
